"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Ole-Kristian Tollefsen","OLE-KRISTIAN.TOLLEFSEN","8470170","07-08","CBJ","D","L",1984-03-29,23,2002,3,65,51,627.72,0.19,0.1,0.1,0.38,2.01,3.15,4.68,0.14,9.52,6.06,4.36,1.91,0.86,0.19,8.7,6.31,2.2,1.34,0.67,0.57,-0.96,0,0,0
"Ole-Kristian Tollefsen","OLE-KRISTIAN.TOLLEFSEN","8470170","08-09","CBJ","D","L",1984-03-29,24,2002,3,65,19,196.37,0,0,0.31,0.31,3.67,5.19,7.03,0.12,0,0,2.24,3.36,0.61,0.31,7.64,9.17,1.83,1.83,0.92,0.92,0,0,0,0
"Ole-Kristian Tollefsen","OLE-KRISTIAN.TOLLEFSEN","8470170","09-10","PHI","D","L",1984-03-29,25,2002,3,65,18,177.47,0,0.34,0.34,0.68,4.06,6.42,9.13,0.2,0,0,3.11,3.04,4.06,0.34,5.75,11.49,3.04,3.72,0.34,0.34,0.68,0,0,0
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","15-16","CBJ","R","R",1995-04-10,20,2013,3,89,12,191.72,1.25,0.63,0.63,2.5,7.82,10.01,13.77,0.93,16,12.5,9.25,1.56,1.88,1.88,2.82,2.5,0,2.19,0,0,2.19,0,0,0
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","16-17","CBJ","R","R",1995-04-10,21,2013,3,89,26,366.33,0.98,0.66,0.49,2.13,9.01,10.81,14.74,1.08,10.91,9.09,10.03,1.47,1.31,1.31,2.29,5.08,0.49,0.82,0,0.16,0.49,0.16,0,0.16
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","17-18","CBJ","R","R",1995-04-10,22,2013,3,89,82,1171.97,0.56,0.87,0.61,2.05,8.34,11.88,14.9,0.73,6.75,4.74,6.13,2.2,1.28,1.33,3.28,5.48,0.1,0.51,0.05,0.05,0.41,0.05,0.36,-0.31
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","18-19","CBJ","R","R",1995-04-10,23,2013,3,89,77,950.05,1.45,0.76,0.06,2.27,10.17,13.39,16.48,0.92,14.29,10.85,6.88,2.15,0.88,1.96,2.72,7.01,0.25,0.44,0,0,0.19,0.32,0.51,-0.19
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","19-20","CBJ","R","R",1995-04-10,24,2013,3,89,49,879.13,1.43,0.68,0.34,2.46,11.06,15.01,18.91,1.08,12.96,9.55,7.2,1.09,1.84,2.18,2.93,5.66,0.41,0.82,0,0,0.41,0.41,0.89,-0.48
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","20-21","CBJ","R","R",1995-04-10,25,2013,3,89,56,986.13,1.1,1.1,0.49,2.68,8.7,12.35,14.42,0.73,12.59,8.87,5.95,1.83,1.58,2.37,2.56,5.72,0.24,0.12,0.06,0.06,-0.12,0.18,0.24,-0.06
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","21-22","CBJ","R","R",1995-04-10,26,2013,3,89,51,915.37,1.11,0.72,0.52,2.36,8.19,12.39,16.26,0.98,13.6,8.99,7.93,1.25,1.57,2.03,3.74,3.74,0.2,0.59,0,0,0.39,0.46,0.66,-0.2
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","10-11","ARI","D","L",1991-07-17,19,2009,1,6,48,721.7,0.08,0.33,0.5,0.91,4.16,6.24,9.73,0.21,2,1.33,3.29,2.58,1.08,0.25,3.41,5.65,1,0.67,0,0,-0.33,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","11-12","ARI","D","L",1991-07-17,20,2009,1,6,82,1813,0.43,0.26,0.36,1.06,4.86,7.35,11.05,0.27,8.84,5.86,3.64,3.04,1.26,0.99,4.63,5.1,0.53,0.76,0,0,0.23,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","12-13","ARI","D","L",1991-07-17,21,2009,1,6,48,1204.62,0.15,0.55,0.5,1.2,5.03,7.22,11.06,0.28,2.97,2.07,3.92,1.99,1.15,1.05,3.64,3.44,0.7,0.9,0,0,0.2,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","13-14","ARI","D","L",1991-07-17,22,2009,1,6,80,2070.92,0.43,0.35,0.49,1.27,5.77,8.26,12.86,0.36,7.54,5.26,4.38,2.32,1.04,0.75,3.88,3.77,0.72,0.67,0,0.03,-0.03,0,0.03,-0.03
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","14-15","ARI","D","L",1991-07-17,23,2009,1,6,82,2067.45,0.67,0.38,0.2,1.25,7.66,11.35,16.57,0.45,8.71,5.88,3.95,2.23,1.33,0.87,4.85,5.05,0.58,0.49,0,0,-0.09,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","15-16","ARI","D","L",1991-07-17,24,2009,1,6,75,1857.72,0.68,0.52,0.58,1.78,7.36,10.69,16.44,0.42,9.21,6.34,3.91,2.16,1.26,1.29,4.97,4.62,1.07,1.42,0,0,0.36,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","16-17","ARI","D","L",1991-07-17,25,2009,1,6,79,1944.62,0.37,0.28,0.56,1.2,4.47,6.91,10.18,0.29,8.28,5.36,4.15,2.62,1.48,0.56,3.46,3.64,0.74,0.62,0,0,-0.12,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","17-18","ARI","D","L",1991-07-17,26,2009,1,6,82,1939.97,0.43,0.43,0.43,1.3,6.25,8.63,13.67,0.36,6.93,5.02,4.19,2.44,1.64,0.9,4.95,3.93,0.71,0.71,0,0,0,0,0.03,-0.03
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","18-19","ARI","D","L",1991-07-17,27,2009,1,6,81,1914.62,0.44,0.6,0.34,1.38,5.52,8.74,13.48,0.33,7.95,5.02,3.73,1.63,2.04,1,5.08,4.86,0.85,0.63,0,0,-0.22,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","19-20","ARI","D","L",1991-07-17,28,2009,1,6,66,1518.57,0.36,0.28,0.55,1.19,5.33,7.51,10.71,0.26,6.67,4.74,3.45,2.57,1.78,0.75,5.1,4.66,0.79,0.59,0,0.04,-0.16,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","20-21","ARI","D","L",1991-07-17,29,2009,1,6,46,964.78,0.19,0.68,0.62,1.49,5.16,7.59,10.88,0.2,3.61,2.46,2.61,1.62,1.55,0.75,4.48,3.54,1,0.56,0,0,-0.44,0,0,0
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","21-22","VAN","D","L",1991-07-17,30,2009,1,6,52,1170.2,0.21,0.36,0.26,0.82,6.2,8.77,12.82,0.23,3.31,2.34,2.65,2.56,1.33,1.03,3.69,3.95,0.92,0.87,0,0,-0.05,0,0,0
"Oliver Kylington","OLIVER.KYLINGTON","8478430","15-16","CGY","D","L",1997-05-19,18,2015,2,60,1,17.37,0,0,0,0,3.45,3.45,6.91,0.07,0,0,2,3.45,0,0,0,0,0,0,0,0,0,0,0,0
"Oliver Kylington","OLIVER.KYLINGTON","8478430","18-19","CGY","D","L",1997-05-19,21,2015,2,60,38,472.03,0.38,0.25,0.38,1.02,2.67,4.58,7.5,0.15,14.29,8.33,3.31,5.21,4.07,1.65,1.4,6.36,0.76,0.25,0,0,-0.51,0,0,0
"Oliver Kylington","OLIVER.KYLINGTON","8478430","19-20","CGY","D","L",1997-05-19,22,2015,2,60,48,657.92,0.18,0.27,0.18,0.64,3.37,5.56,8.75,0.13,5.41,3.28,2.38,3.1,2.64,0.73,3.28,3.74,0.73,0.73,0,0,0,0,0,0
"Oliver Kylington","OLIVER.KYLINGTON","8478430","20-21","CGY","D","L",1997-05-19,23,2015,2,60,8,103.92,0,0.58,0,0.58,4.04,6.93,9.24,0.16,0,0,2.33,0.58,2.31,1.15,1.73,2.31,0,0,0,0,0,0,0,0
"Oliver Kylington","OLIVER.KYLINGTON","8478430","21-22","CGY","D","L",1997-05-19,24,2015,2,60,50,927.15,0.39,0.39,0.78,1.55,6.15,8.35,12.49,0.32,6.32,4.65,3.88,3.11,2.72,1.16,1.94,3.95,0.32,0.52,0,0,0.19,0,0,0
"Oliver Lauridsen","OLIVER.LAURIDSEN","8475342","12-13","PHI","D","L",1989-03-24,23,2009,7,195,15,227.02,0.53,0.26,0,0.79,3.96,5.55,7.66,0.1,13.33,9.52,1.71,6.34,3.17,0,9.51,9.78,1.85,0,0.53,0.53,-1.85,0,0,0
"Oliver Lauridsen","OLIVER.LAURIDSEN","8475342","14-15","PHI","D","L",1989-03-24,25,2009,7,195,1,10.43,0,0,0,0,11.51,17.26,17.26,0.69,0,0,4,0,5.75,0,11.51,5.75,0,0,0,0,0,0,0,0
"Oliver Wahlstrom","OLIVER.WAHLSTROM","8480789","19-20","NYI","R","R",2000-06-13,19,2018,1,11,9,92.6,0,0,0,0,5.83,8.42,10.37,0.54,0,0,6.38,2.59,3.24,0.65,6.48,3.24,1.3,0,0,0,-1.3,0,1.94,-1.94
"Oliver Wahlstrom","OLIVER.WAHLSTROM","8480789","20-21","NYI","R","R",2000-06-13,20,2018,1,11,44,544.98,1.32,0.66,0.33,2.31,10.35,14.31,19.71,0.98,12.77,9.23,6.85,1.54,0.99,1.32,6.28,6.72,0.88,1.1,0.11,0.11,0.22,0.55,0.77,-0.22
"Oliver Wahlstrom","OLIVER.WAHLSTROM","8480789","21-22","NYI","R","R",2000-06-13,21,2018,1,11,44,579.48,1.04,0.52,0.52,2.07,11.18,15.53,20.6,1.23,9.26,6.67,7.9,1.35,1.45,1.04,6.32,4.04,1.24,1.35,0.1,0.1,0.1,0.41,0.52,-0.1
"Olivier Magnan","OLIVIER.MAGNAN","8471508","10-11","N.J","D","L",1986-05-01,24,2006,5,148,18,282.82,0,0,0,0,1.7,2.97,4.24,0.07,0,0,2.21,3.18,1.49,0.85,6.15,5.3,0.42,0,0,0,-0.42,0,0.21,-0.21
"Olle Alsing","OLLE.ALSING","8481629","20-21","OTT","D","L",1996-05-01,24,2014,NA,NA,4,43.32,0,0,0,0,1.39,1.39,4.16,0.1,0,0,7,2.77,2.77,1.39,5.54,4.16,0,0,0,0,0,0,0,0
"Olli Jokinen","OLLI.JOKINEN","8466140","07-08","FLA","C","L",1978-12-05,28,1997,1,3,82,1632.13,1.25,0.92,0.44,2.61,12.54,16.73,20.7,1.07,9.97,7.47,6.37,0.92,1.58,1.1,2.87,2.57,0.96,1.21,0.11,0.11,0.26,14.85,19.63,-4.78
"Olli Jokinen","OLLI.JOKINEN","8466140","08-09","ARI/CGY","C","L",1978-12-05,29,1997,1,3,76,1434.35,1.25,0.79,0.38,2.43,9.91,13.97,16.56,1.07,12.66,8.98,7.67,0.96,1.8,1.59,3.01,3.05,1.3,0.75,0.04,0.04,-0.54,17.28,22.55,-5.27
"Olli Jokinen","OLLI.JOKINEN","8466140","09-10","CGY/NYR","C","L",1978-12-05,30,1997,1,3,82,1464.97,0.61,0.7,0.74,2.05,9.67,13.56,17.57,0.96,6.36,4.53,7.06,1.56,2.58,1.6,4.51,3.24,1.23,0.82,0.04,0.04,-0.41,19.66,20.19,-0.53
"Olli Jokinen","OLLI.JOKINEN","8466140","10-11","CGY","C","L",1978-12-05,31,1997,1,3,79,1404.38,0.73,0.73,0.85,2.31,8.89,12.26,15.76,0.84,8.17,5.92,6.88,1.5,1.92,2.31,2.39,2.31,0.51,1.03,0.09,0.09,0.51,23.58,26.19,-2.61
"Olli Jokinen","OLLI.JOKINEN","8466140","11-12","CGY","C","L",1978-12-05,32,1997,1,3,82,1554.73,0.89,0.96,0.5,2.35,8.61,10.69,13.35,0.9,10.31,8.3,8.45,1.2,2.32,2.12,2.05,1.97,1.04,0.62,0,0,-0.42,23.93,27.52,-3.59
"Olli Jokinen","OLLI.JOKINEN","8466140","12-13","WPG","C","L",1978-12-05,33,1997,1,3,45,770.72,0.54,0.23,0.31,1.09,6.62,10.04,13.7,0.84,8.24,5.43,8.37,2.1,1.32,1.09,7.08,4.2,0.54,0.7,0,0,0.16,23.35,25.69,-2.34
"Olli Jokinen","OLLI.JOKINEN","8466140","13-14","WPG","C","L",1978-12-05,34,1997,1,3,82,1395.92,0.77,0.82,0.26,1.85,7.35,9.84,12.59,0.75,10.53,7.86,7.64,1.93,1.29,0.86,5.16,2.15,1.12,0.39,0,0,-0.73,26.31,30.86,-4.56
"Olli Jokinen","OLLI.JOKINEN","8466140","14-15","NSH/STL/TOR","C","L",1978-12-05,35,1997,1,3,62,822.37,0.29,0.44,0,0.73,8.03,10.8,13.28,0.58,3.64,2.7,5.36,1.39,0.8,0.8,4.67,2.7,1.02,0.73,0,0,-0.29,9.78,14.3,-4.52
"Olli Juolevi","OLLI.JUOLEVI","8479355","20-21","VAN","D","L",1998-05-05,22,2016,1,5,23,303.82,0.39,0.2,0,0.59,4.74,6.91,11.26,0.19,8.33,5.71,2.74,5.92,1.78,0.39,4.54,10.27,0,0.2,0,0,0.2,0,0,0
"Olli Juolevi","OLLI.JUOLEVI","8479355","21-22","FLA","D","L",1998-05-05,23,2016,1,5,10,124.55,0,0,0,0,4.34,6.26,8.19,0.11,0,0,1.69,2.89,1.93,0.96,4.34,12.04,0.48,0.48,0,0,0,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","13-14","PIT","D","L",1994-08-22,19,2012,1,22,78,1442.92,0.37,0.5,0.33,1.21,4.95,6.94,10.06,0.27,7.56,5.39,3.83,4.66,1.46,0.42,1.7,5.86,0.29,0.54,0,0,0.25,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","14-15","PIT","D","L",1994-08-22,20,2012,1,22,20,414.17,0.14,0.58,0.58,1.3,3.91,5.5,8.11,0.22,3.7,2.63,4.05,4.78,1.59,0.43,2.61,6.08,0.72,0.87,0,0,0.14,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","15-16","PIT","D","L",1994-08-22,21,2012,1,22,67,1337.33,0.27,0.31,0.27,0.85,4.26,5.83,8.52,0.19,6.32,4.62,3.25,3.9,1.53,0.36,3.63,6.15,0.49,0.27,0,0,-0.22,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","16-17","PIT","D","L",1994-08-22,22,2012,1,22,55,993.52,0.06,0.24,0.12,0.42,3.99,5.31,7.79,0.11,1.52,1.14,2.01,6.16,1.81,0.66,4.35,7.79,0.36,0.36,0,0,0,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","17-18","PIT","D","L",1994-08-22,23,2012,1,22,82,1537.98,0.27,0.39,0.47,1.13,6.4,8.39,12.41,0.21,4.27,3.26,2.5,4.49,1.95,0.66,5.11,7.65,0.55,0.31,0,0,-0.23,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","18-19","PIT","D","L",1994-08-22,24,2012,1,22,60,1115.4,0.05,0.38,0.32,0.75,3.98,6.02,9.04,0.13,1.35,0.89,2.19,6.24,2.26,0.86,5.22,9.41,0.32,0.22,0,0,-0.11,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","19-20","CHI","D","L",1994-08-22,25,2012,1,22,65,1197.3,0.2,0.3,0.35,0.85,4.01,5.31,8.47,0.14,5,3.77,2.73,5.51,2.86,1.1,5.96,8.27,0.5,0.25,0,0,-0.25,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","20-21","L.A","D","L",1994-08-22,26,2012,1,22,41,673.9,0,0.09,0.27,0.36,3.83,5.79,6.94,0.16,0,0,2.72,4.72,2.05,0.36,3.65,7.48,0.27,0.45,0,0,0.18,0,0,0
"Olli Maatta","OLLI.MAATTA","8476874","21-22","L.A","D","L",1994-08-22,27,2012,1,22,39,698.32,0.09,0,0.17,0.26,3.44,4.73,7.13,0.13,2.5,1.82,2.67,4.98,1.89,0.86,3.52,6.01,0.34,0.09,0,0,-0.26,0,0,0
"Olli Malmivaara","OLLI.MALMIVAARA","8468597","07-08","N.J","D","L",1982-03-13,25,2000,4,117,2,17.6,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,3.41,0,0,0,0,0,0,0,0,0
"Ondrej Kase","ONDREJ.KASE","8478131","16-17","ANA","R","R",1995-11-08,20,2014,7,205,53,624.55,0.48,0.67,0.29,1.44,7.4,10.28,13.93,0.77,6.49,4.67,7.51,1.34,3.17,2.21,4.03,5.76,0.86,0.96,0,0,0.1,0.1,0.58,-0.48
"Ondrej Kase","ONDREJ.KASE","8478131","17-18","ANA","R","R",1995-11-08,21,2014,7,205,66,918.88,1.31,0.78,0.39,2.48,9.53,12.41,15.61,0.96,13.7,10.53,7.75,1.7,2.02,1.89,1.83,5.29,0.52,1.18,0,0.07,0.72,0.33,1.37,-1.04
"Ondrej Kase","ONDREJ.KASE","8478131","18-19","ANA","R","R",1995-11-08,22,2014,7,205,30,469.57,1.41,0.64,0.51,2.56,12.14,16.48,21.08,1.28,11.58,8.53,7.74,1.41,2.3,1.92,2.17,4.73,0.13,0.77,0,0,0.64,1.15,2.3,-1.15
"Ondrej Kase","ONDREJ.KASE","8478131","19-20","ANA/BOS","R","R",1995-11-08,23,2014,7,205,55,909.76,0.46,0.73,0.4,1.58,9.5,13.06,16.49,0.77,4.86,3.54,5.86,1.12,1.98,2.7,0.86,4.22,0.46,1.38,0,0,0.92,0.4,1.52,-1.12
"Ondrej Kase","ONDREJ.KASE","8478131","20-21","BOS","R","R",1995-11-08,24,2014,7,205,3,25.52,0,0,0,0,9.4,18.81,21.16,1.43,0,0,7.62,2.35,2.35,2.35,2.35,9.4,0,0,0,0,0,0,0,0
"Ondrej Kase","ONDREJ.KASE","8478131","21-22","TOR","R","R",1995-11-08,25,2014,7,205,44,627.42,1.05,0.57,0.57,2.2,10.52,13.77,17.69,1.05,10,7.64,7.59,2.87,1.43,2.49,2.3,4.97,0.67,0.57,0,0,-0.1,0.19,0.67,-0.48
"Ondrej Palat","ONDREJ.PALAT","8476292","12-13","T.B","L","L",1991-03-28,21,2011,7,208,14,164.27,0.73,0,0.73,1.46,5.84,8.04,9.5,0.42,12.5,9.09,5.23,0.37,0.37,1.46,10.23,7.67,0,0.73,0,0,0.73,0,2.19,-2.19
"Ondrej Palat","ONDREJ.PALAT","8476292","13-14","T.B","L","L",1991-03-28,22,2011,7,208,81,1460.8,0.94,1.07,0.41,2.42,6.78,9.49,11.79,0.76,13.94,9.96,7.98,2.63,1.56,1.93,6,5.91,0.41,0.74,0,0,0.33,0.21,1.31,-1.11
"Ondrej Palat","ONDREJ.PALAT","8476292","14-15","T.B","L","L",1991-03-28,23,2011,7,208,75,1307.35,0.73,1.15,1.01,2.89,6.38,9.22,12.25,0.78,11.51,7.96,8.46,2.29,1.97,1.97,5.69,5.55,0.55,0.64,0,0,0.09,0.46,1.15,-0.69
"Ondrej Palat","ONDREJ.PALAT","8476292","15-16","T.B","L","L",1991-03-28,24,2011,7,208,62,1110.98,0.86,0.86,0.43,2.16,6.32,8.59,11.56,0.63,13.68,10.06,7.36,2.11,1.67,1.73,5.83,6.53,0.59,1.13,0,0,0.54,0.11,0.32,-0.22
"Ondrej Palat","ONDREJ.PALAT","8476292","16-17","T.B","L","L",1991-03-28,25,2011,7,208,75,1433.8,0.71,0.71,0.75,2.18,6.78,9.04,11.59,0.74,10.49,7.87,8.21,2.76,1.92,2.51,5.9,5.31,0.71,1.3,0.04,0.04,0.59,0.38,1.05,-0.67
"Ondrej Palat","ONDREJ.PALAT","8476292","17-18","T.B","L","L",1991-03-28,26,2011,7,208,56,951.78,0.69,0.69,0.82,2.21,6.87,9.58,12.29,0.75,10.09,7.24,7.82,3.03,2.58,2.14,5.04,5.23,0.19,1.2,0,0,1.01,0.44,1.51,-1.07
"Ondrej Palat","ONDREJ.PALAT","8476292","18-19","T.B","L","L",1991-03-28,27,2011,7,208,64,952.8,0.5,0.69,0.94,2.14,6.3,8.5,11.59,0.69,8,5.93,8.17,2.14,2.58,1.13,6.55,6.11,0.63,0.57,0,0,-0.06,0.13,0.94,-0.82
"Ondrej Palat","ONDREJ.PALAT","8476292","19-20","T.B","L","L",1991-03-28,28,2011,7,208,69,1117.58,0.91,0.91,0.38,2.2,6.87,9.18,11.81,0.86,13.28,9.94,9.35,3.27,1.83,2.2,7.78,4.4,0.59,0.75,0,0,0.16,0.38,0.75,-0.38
"Ondrej Palat","ONDREJ.PALAT","8476292","20-21","T.B","L","L",1991-03-28,29,2011,7,208,55,960.05,0.94,1,0.94,2.87,6.94,9.25,11.81,0.89,13.51,10.14,9.61,2.69,1.06,1.62,5.12,3.75,0.81,0.81,0,0,0,0,0.37,-0.37
"Ondrej Palat","ONDREJ.PALAT","8476292","21-22","T.B","L","L",1991-03-28,30,2011,7,208,46,802.08,1.12,0.67,0.67,2.47,6.73,9.72,11.89,0.9,16.67,11.54,9.29,2.09,1.2,1.57,5.83,6.81,0.52,0.45,0,0,-0.07,0.07,0.52,-0.45
"Oscar Fantenberg","OSCAR.FANTENBERG","8480147","17-18","L.A","D","L",1991-10-07,25,2010,NA,NA,27,385.08,0.31,0.31,0.78,1.4,5.14,8.41,11.53,0.27,6.06,3.7,3.2,2.65,1.09,0.47,6.7,7.01,0.47,0.31,0.16,0.16,-0.16,0,0,0
"Oscar Fantenberg","OSCAR.FANTENBERG","8480147","18-19","CGY/L.A","D","L",1991-10-07,26,2010,NA,NA,61,976,0.12,0.12,0,0.25,4.3,6.09,9.04,0.15,2.86,2.02,2.52,4.55,2.34,0.74,5.59,5.41,0.37,0.25,0.06,0.06,-0.12,0,0,0
"Oscar Fantenberg","OSCAR.FANTENBERG","8480147","19-20","VAN","D","L",1991-10-07,27,2010,NA,NA,36,573,0.1,0.21,0.31,0.63,4.71,6.91,10.26,0.12,2.22,1.52,1.79,6.49,1.15,0.73,7.02,5.86,0.31,0.52,0,0,0.21,0,0,0
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","13-14","EDM","D","L",1993-07-20,20,2011,1,19,17,268.55,0.22,0.22,0.22,0.67,3.13,4.47,7.37,0.16,7.14,5,3.6,5.59,2.01,0.67,1.34,2.9,0,0.67,0,0,0.67,0,0,0
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","14-15","EDM","D","L",1993-07-20,21,2011,1,19,60,1319.93,0.09,0.32,0.5,0.91,4.45,7,10.32,0.18,2.04,1.3,2.58,4.64,2.18,2.18,2.05,5.32,0.14,0.18,0,0,0.05,0,0,0
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","15-16","EDM","D","L",1993-07-20,22,2011,1,19,30,656.25,0.37,0.37,0.37,1.1,4.39,7.04,9.51,0.23,8.33,5.19,3.31,5.67,2.83,0.91,1.92,4.85,0.27,0.37,0,0,0.09,0,0,0
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","16-17","EDM","D","L",1993-07-20,23,2011,1,19,82,1834.35,0.39,0.49,0.36,1.24,6.57,9.32,13.02,0.29,5.97,4.21,3.06,4.78,2.19,0.95,1.41,4.94,0.1,0.16,0,0,0.07,0,0,0
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","17-18","EDM","D","L",1993-07-20,24,2011,1,19,66,1507.92,0.2,0.28,0.36,0.84,8.08,10.98,15.88,0.35,2.46,1.81,3.2,5.41,1.71,1.07,1.95,4.3,0.36,0.28,0,0,-0.08,0,0,0
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","18-19","EDM","D","L",1993-07-20,25,2011,1,19,61,1462.7,0.21,0.37,0.57,1.15,6.85,9.31,13.58,0.32,2.99,2.2,3.43,4.18,2.09,1.07,1.8,4.47,0.33,0.12,0,0,-0.21,0,0,0
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","19-20","EDM","D","L",1993-07-20,26,2011,1,19,62,1574.83,0.19,0.34,0.76,1.3,6.06,8.42,11.96,0.23,3.14,2.26,2.71,6.86,2.21,1.37,1.71,5.03,0.5,0.3,0,0,-0.19,0,0,0
"Oscar Lindberg","OSCAR.LINDBERG","8475715","14-15","NYR","C","L",1991-10-29,22,2010,2,57,1,8.3,0,0,0,0,14.46,14.46,21.69,0.8,0,0,5.5,0,7.23,0,21.69,0,0,0,0,0,0,14.46,21.69,-7.23
"Oscar Lindberg","OSCAR.LINDBERG","8475715","15-16","NYR","C","L",1991-10-29,23,2010,2,57,68,828.02,0.94,0.65,0.43,2.03,8.26,11.23,12.97,0.83,11.4,8.39,7.37,2.61,1.01,1.16,9.56,5.8,1.38,0.72,0.07,0.07,-0.65,9.71,10.36,-0.65
"Oscar Lindberg","OSCAR.LINDBERG","8475715","16-17","NYR","C","L",1991-10-29,24,2010,2,57,65,703.92,0.68,0.51,0.51,1.7,7.33,9.8,12.79,0.52,9.3,6.96,5.3,3.07,1.02,0.85,8.01,4.69,1.36,0.68,0,0,-0.68,25.49,23.53,1.96
"Oscar Lindberg","OSCAR.LINDBERG","8475715","17-18","VGK","C","L",1991-10-29,25,2010,2,57,63,741.87,0.73,0.08,0.08,0.89,6.55,9.3,11.57,0.6,11.11,7.83,6.43,2.18,1.94,1.86,5.82,5.26,0.57,0.57,0,0,0,8.01,7.12,0.89
"Oscar Lindberg","OSCAR.LINDBERG","8475715","18-19","OTT/VGK","C","L",1991-10-29,26,2010,2,57,55,685.5,0.79,0.7,0.26,1.75,7.96,10.94,13.83,0.76,9.89,7.2,6.94,2.36,2.19,1.93,9.1,5.51,1.23,0.35,0,0,-0.88,8.84,10.68,-1.84
"Oscar Moller","OSCAR.MOLLER","8474114","08-09","L.A","C","R",1989-01-22,19,2007,2,52,40,534.78,0.79,0.34,0.56,1.68,9.09,13.69,17.05,0.91,8.64,5.74,6.62,1.23,2.02,0.67,5.16,6.84,0.9,1.01,0,0,0.11,4.15,5.5,-1.35
"Oscar Moller","OSCAR.MOLLER","8474114","09-10","L.A","C","R",1989-01-22,20,2007,2,52,34,291.88,0.82,0.41,0.21,1.44,8.63,11.72,14.6,0.71,9.52,7.02,6.02,1.44,1.44,0.21,7.61,6.99,0.41,0.62,0,0.21,0.41,6.58,14.8,-8.22
"Oscar Moller","OSCAR.MOLLER","8474114","10-11","L.A","C","R",1989-01-22,21,2007,2,52,13,189.72,0.32,0.63,0.32,1.27,8.54,11.39,17.08,0.76,3.7,2.78,6.69,1.58,1.58,0.95,3.16,9.8,0.32,0.95,0,0,0.63,1.27,0.32,0.95
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","17-18","PHI","L","L",1996-08-15,21,2014,5,138,23,335.47,0.36,0.36,0.36,1.07,6.44,8.94,11.45,0.72,5.56,4,8.04,2.33,0.89,0.72,4.83,4.47,0.72,0.18,0,0,-0.54,0,0,0
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","18-19","PHI","L","L",1996-08-15,22,2014,5,138,81,1113.25,0.92,0.65,0.22,1.78,8.73,11.16,13.64,1.04,10.49,8.21,9.31,2.8,1.51,1.4,3.66,4.53,0.54,0.92,0,0,0.38,0.16,0.38,-0.22
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","19-20","PHI","L","L",1996-08-15,23,2014,5,138,30,528.25,1.25,0.8,0,2.04,8.29,10.9,14.2,0.86,15.07,11.46,7.9,1.82,1.48,1.7,3.52,5.22,0.23,0.68,0,0,0.45,1.48,2.16,-0.68
