"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Torrey Mitchell","TORREY.MITCHELL","8471338","13-14","BUF/MIN","C","R",1985-01-30,28,2004,4,126,67,728.62,34.13,40.32,39,40.01,35.72,15.67,30.24,253.34,375.03,339.67,531.25,475.9,713.59,15.89,28.59,-14.57,-121.69,-191.58,-237.69,-12.7,6.19,91.94
"Torrey Mitchell","TORREY.MITCHELL","8471338","14-15","BUF/MTL","C","R",1985-01-30,29,2004,4,126,65,922.89,31.92,34.71,34.25,32.8,33.88,25.03,53.38,295.9,556.54,408.09,783.56,542.9,1112.32,22.88,44.66,-28.35,-260.64,-375.47,-569.42,-21.78,8.46,90.41
"Torrey Mitchell","TORREY.MITCHELL","8471338","15-16","MTL","C","R",1985-01-30,30,2004,4,126,71,900.68,41.18,44.8,42.34,42.39,39.01,26.31,37.58,381.38,469.95,492.71,671.01,668.63,908.81,28.8,45.02,-11.27,-88.57,-178.3,-240.18,-16.22,6.9,92
"Torrey Mitchell","TORREY.MITCHELL","8471338","16-17","MTL","C","R",1985-01-30,31,2004,4,126,78,983.2,42.24,43.66,44.07,42.81,44.96,29.64,40.53,381.02,491.75,539.51,684.78,736.25,983.51,34.99,42.83,-10.89,-110.73,-145.27,-247.26,-7.84,7.78,91.76
"Torrey Mitchell","TORREY.MITCHELL","8471338","17-18","L.A/MTL","C","R",1985-01-30,32,2004,4,126,60,684.15,34.2,44.19,43.72,42.79,41.1,18.3,35.21,276.68,349.44,392.26,504.9,521.6,697.48,21.99,31.52,-16.91,-72.76,-112.64,-175.88,-9.53,6.61,89.92
"Travis Boyd","TRAVIS.BOYD","8476329","17-18","WSH","C","R",1993-09-14,24,2011,6,177,8,70.6,76.26,38.69,45.45,43.22,39.76,3.02,0.94,25.97,41.16,48.62,58.35,63.29,83.13,2.02,3.06,2.08,-15.19,-9.73,-19.84,-1.04,11.63,97.72
"Travis Boyd","TRAVIS.BOYD","8476329","18-19","WSH","C","R",1993-09-14,25,2011,6,177,53,520.9,50.25,46.58,48.46,48.3,42.04,28.03,27.75,246.81,283.02,361.14,384.13,482.7,516.7,18.79,25.91,0.28,-36.21,-22.99,-34,-7.12,11.36,90.2
"Travis Boyd","TRAVIS.BOYD","8476329","19-20","WSH","C","R",1993-09-14,26,2011,6,177,24,282.07,72.61,55.73,55.06,55.95,48.72,18.11,6.83,139.21,110.58,192.91,157.46,260.4,205.02,11.05,11.63,11.28,28.63,35.45,55.38,-0.58,13.01,93.82
"Travis Boyd","TRAVIS.BOYD","8476329","20-21","TOR/VAN","C","R",1993-09-14,27,2011,6,177,39,418.37,48.2,45.2,47.09,47.22,43.74,17.68,19,167.33,202.9,254.06,285.5,327.81,366.48,15.13,19.46,-1.32,-35.57,-31.44,-38.67,-4.33,10.57,90.64
"Travis Boyd","TRAVIS.BOYD","8476329","21-22","ARI","C","R",1993-09-14,28,2011,6,177,45,735.22,44.6,42.32,45.18,44.88,48.86,37.28,46.31,299.46,408.2,442.12,536.53,579.32,711.62,32.52,34.04,-9.03,-108.74,-94.41,-132.3,-1.52,12.45,88.66
"Travis Dermott","TRAVIS.DERMOTT","8478408","17-18","TOR","D","L",1996-12-22,20,2015,2,34,37,591.78,66.26,55.43,54.96,55.89,54.71,29.51,15.03,341.49,274.55,474.4,388.76,640.38,505.47,26.9,22.27,14.48,66.94,85.64,134.91,4.63,8.64,94.53
"Travis Dermott","TRAVIS.DERMOTT","8478408","18-19","TOR","D","L",1996-12-22,21,2015,2,34,64,1107.62,46.36,51.41,51.02,52.3,47.17,44.77,51.81,591.17,558.73,844.83,811.19,1143.39,1042.91,45.67,51.15,-7.04,32.44,33.64,100.48,-5.48,7.57,90.73
"Travis Dermott","TRAVIS.DERMOTT","8478408","19-20","TOR","D","L",1996-12-22,22,2015,2,34,56,969.28,54.87,46.86,47.34,47.71,51.13,49.91,41.05,442.49,501.79,644.7,717.19,848.11,929.63,42.82,40.92,8.86,-59.3,-72.49,-81.52,1.9,11.28,91.82
"Travis Dermott","TRAVIS.DERMOTT","8478408","20-21","TOR","D","L",1996-12-22,23,2015,2,34,51,674.43,47.6,52.3,50.82,51.82,54.49,21.33,23.48,330.57,301.53,439.06,424.84,581.35,540.6,27.72,23.15,-2.15,29.04,14.22,40.75,4.57,6.45,92.21
"Travis Dermott","TRAVIS.DERMOTT","8478408","21-22","TOR","D","L",1996-12-22,24,2015,2,34,37,535.78,55.58,53.63,53.46,53.85,55.41,25.99,20.77,295.63,255.6,408.94,355.95,523.99,448.99,26.28,21.15,5.22,40.03,52.99,75,5.13,8.79,91.87
"Travis Hamonic","TRAVIS.HAMONIC","8474612","10-11","NYI","D","R",1990-08-16,20,2008,2,53,62,1337.5,49.46,49.09,47.59,47.33,47.8,67.56,69.03,659.81,684.19,881.26,970.68,1198.88,1334.16,64.82,70.79,-1.47,-24.38,-89.42,-135.28,-5.97,10.24,89.91
"Travis Hamonic","TRAVIS.HAMONIC","8474612","11-12","NYI","D","R",1990-08-16,21,2008,2,53,73,1637.18,48.98,48.15,47.17,45.58,49.12,72.81,75.83,751.51,809.17,1016.86,1139,1381.04,1648.82,75.83,78.56,-3.02,-57.66,-122.14,-267.78,-2.73,9.69,90.63
"Travis Hamonic","TRAVIS.HAMONIC","8474612","12-13","NYI","D","R",1990-08-16,22,2008,2,53,48,1094.58,40.52,47.14,46.33,44.87,48.82,46.32,67.99,514.09,576.39,700.91,811.89,936.8,1151.01,51.62,54.11,-21.67,-62.3,-110.98,-214.21,-2.49,9.01,88.2
"Travis Hamonic","TRAVIS.HAMONIC","8474612","13-14","NYI","D","R",1990-08-16,23,2008,2,53,69,1726.13,44.12,46.86,46.53,46.43,47.61,66.69,84.46,781.64,886.47,1100.54,1264.81,1513.02,1745.56,77.17,84.93,-17.77,-104.83,-164.27,-232.54,-7.76,8.53,90.47
"Travis Hamonic","TRAVIS.HAMONIC","8474612","14-15","NYI","D","R",1990-08-16,24,2008,2,53,71,1546.73,52.54,52.49,51.5,50.27,52.17,71.8,64.86,861.31,779.61,1158.59,1091.13,1564.44,1547.4,83.69,76.74,6.94,81.7,67.46,17.04,6.95,8.34,91.68
"Travis Hamonic","TRAVIS.HAMONIC","8474612","15-16","NYI","D","R",1990-08-16,25,2008,2,53,72,1715.2,42.8,47.29,47.23,47.23,46.41,62.1,82.98,791.75,882.47,1102.24,1231.34,1524.71,1703.54,77.09,89.03,-20.88,-90.72,-129.1,-178.83,-11.94,7.84,90.6
"Travis Hamonic","TRAVIS.HAMONIC","8474612","16-17","NYI","D","R",1990-08-16,26,2008,2,53,49,1002.32,33.9,40.92,39.96,39.85,38.82,32.49,63.36,424.34,612.62,568.69,854.63,772.31,1165.88,36.41,57.38,-30.87,-188.28,-285.94,-393.57,-20.97,7.66,89.66
"Travis Hamonic","TRAVIS.HAMONIC","8474612","17-18","CGY","D","R",1990-08-16,27,2008,2,53,74,1531.67,37.05,44.16,45.18,45.77,39.79,48.66,82.69,709.11,896.52,1030.66,1250.43,1377.65,1632.12,56.48,85.47,-34.03,-187.41,-219.77,-254.47,-28.99,6.86,90.78
"Travis Hamonic","TRAVIS.HAMONIC","8474612","18-19","CGY","D","R",1990-08-16,28,2008,2,53,69,1439.73,50.27,49.57,49.02,48.63,50.35,81.67,80.8,731.17,744,1040.6,1082.17,1378.86,1456.73,76,74.93,0.87,-12.83,-41.57,-77.87,1.07,11.17,89.14
"Travis Hamonic","TRAVIS.HAMONIC","8474612","19-20","CGY","D","R",1990-08-16,29,2008,2,53,50,1059.27,38.34,41.36,42.58,42.99,42.55,44.84,72.11,481.8,683.03,694.16,936.27,922.07,1222.78,45.35,61.23,-27.27,-201.23,-242.11,-300.71,-15.88,9.31,89.44
"Travis Hamonic","TRAVIS.HAMONIC","8474612","20-21","VAN","D","R",1990-08-16,30,2008,2,53,38,735.95,36.01,39.77,39.99,39.77,36.61,24.16,42.94,292.83,443.54,405.37,608.27,555.62,841.59,24.24,41.97,-18.78,-150.71,-202.9,-285.97,-17.73,8.25,90.32
"Travis Hamonic","TRAVIS.HAMONIC","8474612","21-22","VAN","D","R",1990-08-16,31,2008,2,53,16,293.38,34.28,40.8,41.26,40.39,39.32,8.05,15.43,114.94,166.81,168.16,239.43,237.6,350.64,9.89,15.26,-7.38,-51.87,-71.27,-113.04,-5.37,7,90.75
"Travis Konecny","TRAVIS.KONECNY","8478439","16-17","PHI","C","R",1997-03-11,19,2015,1,24,70,986.33,51.49,52.46,53.88,52.85,51.99,43.8,41.27,535.77,485.47,745.26,637.9,996.29,888.97,44.25,40.87,2.53,50.3,107.36,107.32,3.38,8.18,91.5
"Travis Konecny","TRAVIS.KONECNY","8478439","17-18","PHI","C","R",1997-03-11,20,2015,1,24,81,1207.48,59.6,54.26,53.15,52.33,55.94,66.58,45.14,681.25,574.17,915.15,806.71,1207.53,1100.07,59.07,46.52,21.44,107.08,108.44,107.46,12.55,9.77,92.14
"Travis Konecny","TRAVIS.KONECNY","8478439","18-19","PHI","C","R",1997-03-11,21,2015,1,24,82,1251.07,53.79,50.79,52.18,52.07,50.06,67.2,57.72,698.22,676.49,961.97,881.72,1278.68,1176.82,57.19,57.05,9.48,21.73,80.25,101.86,0.14,9.62,91.47
"Travis Konecny","TRAVIS.KONECNY","8478439","19-20","PHI","C","R",1997-03-11,22,2015,1,24,66,1109.05,60.41,58.6,59.66,60.68,60.26,76.54,50.17,710.01,501.7,970.19,656.1,1285.9,833.38,69.73,45.98,26.37,208.31,314.09,452.52,23.75,10.78,90
"Travis Konecny","TRAVIS.KONECNY","8478439","20-21","PHI","C","R",1997-03-11,23,2015,1,24,50,794.8,55.39,54.33,56.44,58.1,56.22,44.02,35.45,432.93,363.9,614.86,474.64,843.84,608.47,38.93,30.32,8.57,69.03,140.22,235.37,8.61,10.17,90.26
"Travis Konecny","TRAVIS.KONECNY","8478439","21-22","PHI","C/R","R",1997-03-11,24,2015,1,24,50,875.37,49.87,55.56,55.36,56.4,52.97,46.06,46.3,528.44,422.6,717.66,578.8,977.92,756.13,49.59,44.03,-0.24,105.84,138.86,221.79,5.56,8.72,89.04
"Travis Moen","TRAVIS.MOEN","8468635","07-08","ANA","L","L",1982-04-06,25,2000,5,155,77,1218.28,24.25,39.66,41.09,41.28,33.84,13.9,43.43,428.07,651.29,612.23,877.68,754.65,1073.4,29.15,57,-29.53,-223.22,-265.45,-318.75,-27.85,3.25,93.33
"Travis Moen","TRAVIS.MOEN","8468635","08-09","ANA/S.J","L","L",1982-04-06,26,2000,5,155,82,1229.17,26.94,37.14,37.49,38.05,34.4,23.52,63.78,403.99,683.62,569.45,949.33,718.57,1169.98,31.24,59.57,-40.26,-279.63,-379.88,-451.41,-28.33,5.82,90.67
"Travis Moen","TRAVIS.MOEN","8468635","09-10","MTL","L","L",1982-04-06,27,2000,5,155,81,1214.35,38.78,40.83,41.05,40.45,40.55,33.72,53.23,457.15,662.38,642.74,922.85,865.58,1274.27,38.56,56.53,-19.51,-205.23,-280.11,-408.69,-17.97,7.38,91.96
"Travis Moen","TRAVIS.MOEN","8468635","10-11","MTL","L","L",1982-04-06,28,2000,5,155,79,1041.95,37.43,40.84,41.54,40.03,37.43,27.12,45.34,422.27,611.62,581.21,817.91,755.94,1132.67,33.42,55.86,-18.22,-189.35,-236.7,-376.73,-22.44,6.42,92.59
"Travis Moen","TRAVIS.MOEN","8468635","11-12","MTL","L","L",1982-04-06,29,2000,5,155,48,754.37,39.6,41.6,42.99,40.46,39.74,24.06,36.69,275.35,386.49,403.08,534.57,543.34,799.57,22.04,33.42,-12.63,-111.14,-131.49,-256.23,-11.38,8.74,90.51
"Travis Moen","TRAVIS.MOEN","8468635","12-13","MTL","L","L",1982-04-06,30,2000,5,155,45,524.6,26.98,38.02,40.61,40.97,32.96,9.01,24.38,162.16,264.3,250.89,366.88,349.21,503.14,11.47,23.33,-15.37,-102.14,-115.99,-153.93,-11.86,5.56,90.78
"Travis Moen","TRAVIS.MOEN","8468635","13-14","MTL","L","L",1982-04-06,31,2000,5,155,65,749.43,35.84,40.52,40.37,37.49,38.61,19.29,34.53,278.29,408.45,393.91,581.78,520.56,868.06,26.4,41.97,-15.24,-130.16,-187.87,-347.5,-15.57,6.93,91.55
"Travis Moen","TRAVIS.MOEN","8468635","14-15","DAL/MTL","L","L",1982-04-06,32,2000,5,155,44,412.8,50.79,44.56,43.45,41.1,41.39,15.19,14.72,160.67,199.86,223.71,291.21,292.47,419.14,12.17,17.23,0.47,-39.19,-67.5,-126.67,-5.06,9.45,92.63
"Travis Moen","TRAVIS.MOEN","8468635","15-16","DAL","L","L",1982-04-06,33,2000,5,155,23,188.42,28.84,42.7,44.95,43.71,39.06,3.08,7.6,61.44,82.44,94.55,115.81,127.67,164.41,4.64,7.24,-4.52,-21,-21.26,-36.74,-2.6,5.01,90.78
"Travis Morin","TRAVIS.MORIN","8471474","10-11","DAL","C","L",1984-01-09,26,2004,9,263,3,26.6,0,41.14,48.06,50.66,58.77,0,0,5.85,8.37,9.93,10.73,18.45,17.97,0.67,0.47,0,-2.52,-0.8,0.48,0.2,0,100
"Travis Morin","TRAVIS.MORIN","8471474","13-14","DAL","C","L",1984-01-09,29,2004,9,263,4,41.32,76.85,57.02,54.61,54.15,50.68,3.12,0.94,28.01,21.11,37.53,31.19,48.33,40.92,1.5,1.46,2.18,6.9,6.34,7.41,0.04,11.14,95.55
"Travis Morin","TRAVIS.MORIN","8471474","14-15","DAL","C","L",1984-01-09,30,2004,9,263,6,72.58,100,64.1,65.07,65.32,70.1,1.06,0,37.66,21.09,55.84,29.98,89.66,47.61,2.93,1.25,1.06,16.57,25.86,42.05,1.68,2.81,100
"Travis Sanheim","TRAVIS.SANHEIM","8477948","17-18","PHI","D","L",1996-03-29,21,2014,1,17,49,763.58,44.04,53.39,52.51,52.66,52.67,25.98,33.01,409.81,357.82,549.49,496.87,730.16,656.51,31.21,28.05,-7.03,51.99,52.62,73.65,3.16,6.34,90.77
"Travis Sanheim","TRAVIS.SANHEIM","8477948","18-19","PHI","D","L",1996-03-29,22,2014,1,17,82,1602.7,47.89,48.78,49.29,48.74,50.73,77.66,84.5,828.29,869.81,1114.54,1146.73,1482.44,1559.37,71.93,69.85,-6.84,-41.52,-32.19,-76.93,2.08,9.38,90.29
"Travis Sanheim","TRAVIS.SANHEIM","8477948","19-20","PHI","D","L",1996-03-29,23,2014,1,17,69,1390.63,47.62,50.69,50.44,50.99,49.87,71.3,78.44,708.49,689.21,969.16,952.09,1282.28,1232.65,63.79,64.13,-7.14,19.28,17.07,49.63,-0.34,10.06,88.62
"Travis Sanheim","TRAVIS.SANHEIM","8477948","20-21","PHI","D","L",1996-03-29,24,2014,1,17,55,1203.75,34.8,48.76,49.87,49.54,47.07,41.7,78.14,570.44,599.41,793.22,797.24,1038.27,1057.75,48.23,54.23,-36.44,-28.97,-4.02,-19.48,-6,7.31,86.96
"Travis Sanheim","TRAVIS.SANHEIM","8477948","21-22","PHI","D","L",1996-03-29,25,2014,1,17,50,1127.28,45.13,46.32,45.57,45.33,44.6,52.96,64.38,581.07,673.4,777.4,928.6,1000.17,1206.02,51.28,63.69,-11.42,-92.33,-151.2,-205.85,-12.41,9.11,90.44
"Travis Turnbull","TRAVIS.TURNBULL","8475102","11-12","BUF","C","R",1986-07-07,25,2004,NA,NA,3,14.77,53,45.43,50.57,42.02,63.93,1.06,0.94,4.87,5.85,7.97,7.79,9.06,12.5,0.78,0.44,0.12,-0.98,0.18,-3.44,0.34,21.77,83.93
"Travis Zajac","TRAVIS.ZAJAC","8471233","07-08","N.J","C","R",1985-05-13,22,2004,1,20,82,1371.48,56.17,60.79,61.85,62.84,62.44,57.97,45.24,766.93,494.58,1094.32,675.08,1450.44,857.89,70.91,42.65,12.73,272.35,419.24,592.55,28.26,7.56,90.85
"Travis Zajac","TRAVIS.ZAJAC","8471233","08-09","N.J","C","R",1985-05-13,23,2004,1,20,82,1529.07,63.24,60.21,60.79,59.65,62.82,107.99,62.78,1020.63,674.51,1363.29,879.19,1732.16,1171.87,97.02,57.42,45.21,346.12,484.1,560.29,39.6,10.58,90.69
"Travis Zajac","TRAVIS.ZAJAC","8471233","09-10","N.J","C","R",1985-05-13,24,2004,1,20,82,1657.68,63.57,57.55,57.7,56.68,60.23,98.4,56.39,996.03,734.67,1329.4,974.6,1686.74,1288.91,94.24,62.22,42.01,261.36,354.8,397.83,32.02,9.88,92.32
"Travis Zajac","TRAVIS.ZAJAC","8471233","10-11","N.J","C","R",1985-05-13,25,2004,1,20,82,1622.2,48.73,54.5,54.37,54.94,53.48,66.76,70.25,827.18,690.72,1117.14,937.65,1496.37,1227.15,72.74,63.28,-3.49,136.46,179.49,269.22,9.46,8.07,89.83
"Travis Zajac","TRAVIS.ZAJAC","8471233","11-12","N.J","C","R",1985-05-13,26,2004,1,20,15,260.62,42.5,46.69,46.26,49.26,48.08,9.04,12.23,112.74,128.72,145.42,168.96,202.43,208.48,10.65,11.5,-3.19,-15.98,-23.54,-6.05,-0.85,8.02,90.5
"Travis Zajac","TRAVIS.ZAJAC","8471233","12-13","N.J","C","R",1985-05-13,27,2004,1,20,48,937.58,53.22,59.23,59.99,60.3,59.39,36.74,32.3,512.25,352.61,698.23,465.72,926.7,610.17,47.3,32.34,4.44,159.64,232.51,316.53,14.96,7.17,90.84
"Travis Zajac","TRAVIS.ZAJAC","8471233","13-14","N.J","C","R",1985-05-13,28,2004,1,20,80,1624.83,54.53,54.86,55.48,56.61,54.82,83.11,69.3,811.87,667.95,1107.43,888.54,1476.29,1131.69,76.46,63.02,13.81,143.92,218.89,344.6,13.44,10.24,89.62
"Travis Zajac","TRAVIS.ZAJAC","8471233","14-15","N.J","C","R",1985-05-13,29,2004,1,20,74,1410.87,47.78,47.23,47.65,47.33,49.62,51.23,55.99,596.33,666.38,805.26,884.66,1050.21,1168.92,55.45,56.29,-4.76,-70.05,-79.4,-118.71,-0.84,8.59,91.6
"Travis Zajac","TRAVIS.ZAJAC","8471233","15-16","N.J","C","R",1985-05-13,30,2004,1,20,74,1469.37,56.01,46.49,46.97,45.98,47.76,72.36,56.84,633.49,729.26,858.18,969,1117.94,1313.36,67.02,73.32,15.52,-95.77,-110.82,-195.42,-6.3,11.42,92.21
"Travis Zajac","TRAVIS.ZAJAC","8471233","16-17","N.J","C","R",1985-05-13,31,2004,1,20,80,1578.03,48.6,49.82,49.1,49.81,48,78.88,83.44,793.1,798.72,1054.82,1093.37,1398.65,1409.41,76.53,82.92,-4.56,-5.62,-38.55,-10.76,-6.39,9.95,89.55
"Travis Zajac","TRAVIS.ZAJAC","8471233","17-18","N.J","C","R",1985-05-13,32,2004,1,20,63,1128.2,49.59,48.43,47.91,46.5,48.17,54.44,55.34,563.43,600.02,772.47,839.9,983.08,1131.18,50.92,54.78,-0.9,-36.59,-67.43,-148.1,-3.86,9.66,90.78
"Travis Zajac","TRAVIS.ZAJAC","8471233","18-19","N.J","C","R",1985-05-13,33,2004,1,20,80,1541.67,42.93,49.68,49.07,48.43,48.95,75.06,99.8,802.42,812.9,1101.8,1143.44,1410.36,1501.65,78.1,81.45,-24.74,-10.48,-41.64,-91.29,-3.35,9.35,87.72
"Travis Zajac","TRAVIS.ZAJAC","8471233","19-20","N.J","C","R",1985-05-13,34,2004,1,20,69,1178.18,37.7,45.56,44.16,43.68,43.95,45.67,75.47,567.54,678.27,749.87,948.08,973.29,1254.76,48.01,61.22,-29.8,-110.73,-198.21,-281.47,-13.21,8.05,88.87
"Travis Zajac","TRAVIS.ZAJAC","8471233","20-21","N.J/NYI","C","R",1985-05-13,35,2004,1,20,46,754.9,40.93,41.31,42.44,44.63,35.81,25.8,37.24,318.76,452.88,438.7,594.96,594.83,738.12,25.93,46.49,-11.44,-134.12,-156.26,-143.29,-20.56,8.09,91.78
"Trent Frederic","TRENT.FREDERIC","8479365","18-19","BOS","C","L",1998-02-11,20,2016,1,29,15,141,19.7,49.25,48.79,50.09,43.07,1.18,4.81,62.46,64.36,81.27,85.3,116.94,116.53,3.79,5.01,-3.63,-1.9,-4.03,0.41,-1.22,1.89,92.53
"Trent Frederic","TRENT.FREDERIC","8479365","19-20","BOS","C","L",1998-02-11,21,2016,1,29,2,12.85,0,40.72,33.97,31.75,23.64,0,1.01,5.18,7.54,6.23,12.11,7.41,15.93,0.13,0.42,-1.01,-2.36,-5.88,-8.52,-0.29,0,86.6
"Trent Frederic","TRENT.FREDERIC","8479365","20-21","BOS","C","L",1998-02-11,22,2016,1,29,42,472.03,32.04,50.17,49.45,47.93,46.1,7.1,15.06,196.77,195.42,287.19,293.58,371.41,403.45,12.23,14.3,-7.96,1.35,-6.39,-32.04,-2.07,3.61,92.29
"Trent Frederic","TRENT.FREDERIC","8479365","21-22","BOS","C","L",1998-02-11,23,2016,1,29,33,362.38,50.96,49.41,48.91,47.74,51.36,9.3,8.95,173.49,177.6,231.29,241.61,279.52,306.01,14.54,13.77,0.35,-4.11,-10.32,-26.49,0.77,5.36,94.96
"Trent Hunter","TRENT.HUNTER","8467466","07-08","NYI","R","R",1980-07-05,27,1998,6,150,82,1493.23,41.37,48.33,48.47,48.57,46.6,56.63,80.25,736.72,787.52,1005.42,1069.01,1343.81,1422.79,67.41,77.25,-23.62,-50.8,-63.59,-78.98,-9.84,7.69,89.81
"Trent Hunter","TRENT.HUNTER","8467466","08-09","NYI","R","R",1980-07-05,28,1998,6,150,55,900.93,57.27,55.03,55.81,56.32,59.72,47.65,35.55,541.91,442.86,766.23,606.72,1036.76,804.24,54.94,37.06,12.1,99.05,159.51,232.52,17.88,8.79,91.97
"Trent Hunter","TRENT.HUNTER","8467466","09-10","NYI","R","R",1980-07-05,29,1998,6,150,60,909.5,56.79,56.14,57.55,58.15,59.82,39.22,29.84,546.54,427.07,776.5,572.84,1056.43,760.28,54.05,36.31,9.38,119.47,203.66,296.15,17.74,7.18,93.01
"Trent Hunter","TRENT.HUNTER","8467466","10-11","NYI","R","R",1980-07-05,30,1998,6,150,17,215.23,45.48,47.35,49.71,50.81,52.24,6.59,7.9,96.46,107.25,150.59,152.35,215.81,208.93,9.66,8.83,-1.31,-10.79,-1.76,6.88,0.83,6.83,92.63
"Trent Hunter","TRENT.HUNTER","8467466","11-12","L.A","R","R",1980-07-05,31,1998,6,150,38,383.75,44.36,54.72,56.43,56.94,57.37,9.67,12.13,187.81,155.44,276.04,213.16,371.67,281.12,15.99,11.88,-2.46,32.37,62.88,90.55,4.11,5.15,92.2
"Trent Whitfield","TRENT.WHITFIELD","8465056","08-09","STL","C","L",1977-06-17,31,1996,4,100,3,33.13,100,50.66,49.52,44.74,64.77,1.93,0,13.82,13.46,20.26,20.65,22.32,27.57,1.82,0.99,1.93,0.36,-0.39,-5.25,0.83,13.97,100
"Trent Whitfield","TRENT.WHITFIELD","8465056","09-10","BOS","C","L",1977-06-17,32,1996,4,100,16,176.68,30.09,50.84,47.39,46.07,44.24,3.96,9.2,75.41,72.91,95.66,106.21,123.5,144.55,5.38,6.78,-5.24,2.5,-10.55,-21.05,-1.4,5.25,87.38
"Trent Whitfield","TRENT.WHITFIELD","8465056","11-12","BOS","C","L",1977-06-17,34,1996,4,100,1,13.98,0,65.26,62.81,49.95,44.17,0,0,10.05,5.35,12.75,7.55,14.26,14.29,0.53,0.67,0,4.7,5.2,-0.03,-0.14,0,100
"Trevor Carrick","TREVOR.CARRICK","8476953","15-16","CAR","D","L",1994-07-04,21,2012,4,115,2,33.32,34.83,48.4,46.06,47.4,26.35,1.01,1.89,19.17,20.44,23.31,27.3,29.21,32.41,0.93,2.6,-0.88,-1.27,-3.99,-3.2,-1.67,5.27,90.75
"Trevor Carrick","TREVOR.CARRICK","8476953","17-18","CAR","D","L",1994-07-04,23,2012,4,115,1,7.53,0,34.29,56.9,57.85,62.07,0,0,2.28,4.37,5.73,4.34,7.04,5.13,0.36,0.22,0,-2.09,1.39,1.91,0.14,0,100
"Trevor Carrick","TREVOR.CARRICK","8476953","18-19","CAR","D","L",1994-07-04,24,2012,4,115,1,11.48,0,53.47,63.81,56.62,38.78,0,0.99,3.78,3.29,7.51,4.26,10.05,7.7,0.19,0.3,-0.99,0.49,3.25,2.35,-0.11,0,69.91
"Trevor Carrick","TREVOR.CARRICK","8476953","19-20","S.J","D","L",1994-07-04,25,2012,4,115,3,17.37,0,48,45.62,47.02,41.6,0,0,4.8,5.2,9.63,11.48,13.25,14.93,0.52,0.73,0,-0.4,-1.85,-1.68,-0.21,0,100
"Trevor Daley","TREVOR.DALEY","8470110","07-08","DAL","D","L",1983-10-09,23,2002,2,43,82,1624.08,46.17,46.99,47.83,48.7,46.59,58.27,67.94,651.68,735.22,933.54,1018.15,1222.59,1287.82,56.17,64.4,-9.67,-83.54,-84.61,-65.23,-8.23,8.94,90.76
"Trevor Daley","TREVOR.DALEY","8470110","08-09","DAL","D","L",1983-10-09,24,2002,2,43,75,1650.3,44.89,46.8,46.47,46.18,45.59,69.78,85.67,750.03,852.68,1042.33,1200.66,1333.11,1553.65,62.89,75.07,-15.89,-102.65,-158.33,-220.54,-12.18,9.3,89.95
"Trevor Daley","TREVOR.DALEY","8470110","09-10","DAL","D","L",1983-10-09,25,2002,2,43,76,1688.88,47.4,46.02,45.77,44.98,47.02,71.58,79.44,819.23,960.86,1132.29,1341.68,1466.64,1793.83,74.13,83.52,-7.86,-141.63,-209.39,-327.19,-9.39,8.74,91.73
"Trevor Daley","TREVOR.DALEY","8470110","10-11","DAL","D","L",1983-10-09,26,2002,2,43,82,1843.43,51.15,45.94,47.43,47.28,48.12,80.11,76.51,854.4,1005.54,1249.07,1384.68,1642.66,1831.66,77.22,83.25,3.6,-151.14,-135.61,-189,-6.03,9.38,92.39
"Trevor Daley","TREVOR.DALEY","8470110","11-12","DAL","D","L",1983-10-09,27,2002,2,43,79,1710.17,49.29,47.1,46.73,45.6,43.02,78.09,80.34,812.26,912.11,1133.74,1292.64,1487.87,1775.29,64.89,85.93,-2.25,-99.85,-158.9,-287.42,-21.04,9.61,91.19
"Trevor Daley","TREVOR.DALEY","8470110","12-13","DAL","D","L",1983-10-09,28,2002,2,43,44,942.13,46.8,43.77,44.46,45.79,45.18,42.15,47.91,387.56,497.92,570.36,712.61,809.65,958.66,38.69,46.95,-5.76,-110.36,-142.25,-149.01,-8.26,10.88,90.38
"Trevor Daley","TREVOR.DALEY","8470110","13-14","DAL","D","L",1983-10-09,29,2002,2,43,67,1416.67,49.13,47.56,49.1,48.78,48.5,62.66,64.89,692.21,763.28,1013.2,1050.54,1354.85,1422.68,67.07,71.22,-2.23,-71.07,-37.34,-67.83,-4.15,9.05,91.5
"Trevor Daley","TREVOR.DALEY","8470110","14-15","DAL","D","L",1983-10-09,30,2002,2,43,68,1555.52,45.8,46.61,46.56,46.5,47.6,81.09,95.98,751.53,860.88,1081.58,1241.34,1453.09,1671.89,80.97,89.12,-14.89,-109.35,-159.76,-218.8,-8.15,10.79,88.85
"Trevor Daley","TREVOR.DALEY","8470110","15-16","CHI/PIT","D","L",1983-10-09,31,2002,2,43,82,1512.08,57.89,55.69,55.75,56.71,57.98,72.65,52.85,848.38,675.05,1130.91,897.67,1555.25,1187.31,74.69,54.12,19.8,173.33,233.24,367.94,20.57,8.56,92.17
"Trevor Daley","TREVOR.DALEY","8470110","16-17","PIT","D","L",1983-10-09,32,2002,2,43,56,1141.18,49.53,46.31,46.31,44.84,48.37,58.7,59.82,595.53,690.44,788.57,914.29,1020.68,1255.53,56.86,60.69,-1.12,-94.91,-125.72,-234.85,-3.83,9.86,91.34
