Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,EVO_GAR/60,EVD_GAR/60,PPO_GAR/60,SHD_GAR/60,Take_GAR/60,Draw_GAR/60,Off_GAR/60,Def_GAR/60,Pens_GAR/60,GAR/60,WAR/60,SPAR/60
Scott Thornton,SCOTT.THORNTON,8451972,07-08,L.A,L,L,1971-01-09,36,1989,1,3,47,0.329,-0.05,-0.654,-0.616,-0.048,-0.037,0.31,-0.051,-0.085,0.169,0.031,0.059
Scott Timmins,SCOTT.TIMMINS,8475304,10-11,FLA,C,L,1989-09-11,21,2009,6,164,19,-0.872,-0.054,-0.432,1.209,-0.05,-0.103,-0.871,0.173,-0.153,-0.695,-0.124,-0.238
Scott Timmins,SCOTT.TIMMINS,8475304,12-13,FLA,C,L,1989-09-11,23,2009,6,164,5,-0.559,-0.48,0.118,-1.093,-0.268,-0.139,-0.554,-0.58,-0.407,-1.447,-0.269,-0.498
Scott Walker,SCOTT.WALKER,8459547,07-08,CAR,R,R,1973-07-19,34,1993,5,124,58,0.096,0.277,0.039,-0.904,-0.043,0.065,0.085,0.193,0.022,0.258,0.047,0.09
Scott Walker,SCOTT.WALKER,8459547,08-09,CAR,R,R,1973-07-19,35,1993,5,124,41,0.083,0.05,0.998,-0.064,-0.1,0.088,0.136,0.049,-0.012,0.165,0.03,0.058
Scott Walker,SCOTT.WALKER,8459547,09-10,CAR/WSH,R,R,1973-07-19,36,1993,5,124,41,-0.058,0.136,-0.469,-0.59,-0.091,0.057,-0.076,0.135,-0.034,0.018,0.003,0.006
Scott Wilson,SCOTT.WILSON,8476293,14-15,PIT,C,L,1992-04-24,22,2011,7,209,1,0.092,-0.096,0,0,0.138,-0.127,0.092,-0.096,0.011,0.007,0.001,0.003
Scott Wilson,SCOTT.WILSON,8476293,15-16,PIT,C,L,1992-04-24,23,2011,7,209,24,-0.045,0.251,-1.747,-0.391,0.104,0.079,-0.174,0.249,0.183,0.239,0.046,0.089
Scott Wilson,SCOTT.WILSON,8476293,16-17,PIT,C,L,1992-04-24,24,2011,7,209,78,0.265,-0.037,-1.034,0.077,0.067,0.148,0.221,-0.037,0.215,0.399,0.075,0.145
Scott Wilson,SCOTT.WILSON,8476293,17-18,BUF/DET/PIT,C,L,1992-04-24,25,2011,7,209,69,0.175,-0.181,1.229,0.805,0.082,-0.054,0.199,-0.1,0.028,0.112,0.022,0.042
Scott Wilson,SCOTT.WILSON,8476293,18-19,BUF,C,L,1992-04-24,26,2011,7,209,15,-0.408,-0.122,0.006,1.671,0.009,-0.124,-0.408,0.081,-0.116,-0.395,-0.074,-0.139
Scott Wilson,SCOTT.WILSON,8476293,19-20,BUF,C,L,1992-04-24,27,2011,7,209,6,0.532,1.074,-0.22,-0.268,-0.05,-0.124,0.53,1.06,-0.174,1.378,0.245,0.471
Scottie Upshall,SCOTTIE.UPSHALL,8470105,07-08,PHI,R,L,1983-10-07,23,2002,1,6,61,0.418,0.231,0.385,1.432,-0.107,0.133,0.415,0.247,0.026,0.657,0.119,0.229
Scottie Upshall,SCOTTIE.UPSHALL,8470105,08-09,ARI/PHI,R,L,1983-10-07,24,2002,1,6,73,0.114,0.179,1.082,-0.108,-0.199,0.112,0.195,0.173,-0.087,0.262,0.047,0.091
Scottie Upshall,SCOTTIE.UPSHALL,8470105,09-10,ARI,R,L,1983-10-07,25,2002,1,6,49,0.433,-0.169,-0.208,-1.593,-0.153,0.156,0.345,-0.18,0.003,0.186,0.034,0.065
Scottie Upshall,SCOTTIE.UPSHALL,8470105,10-11,ARI/CBJ,R,L,1983-10-07,26,2002,1,6,82,0.193,0.206,-0.592,-1.204,0.008,0.016,0.128,0.183,0.024,0.314,0.056,0.107
Scottie Upshall,SCOTTIE.UPSHALL,8470105,11-12,FLA,R,L,1983-10-07,27,2002,1,6,26,-0.2,-0.01,2.018,-1.25,-0.046,0.025,0.043,-0.044,-0.021,-0.018,-0.003,-0.006
Scottie Upshall,SCOTTIE.UPSHALL,8470105,12-13,FLA,R,L,1983-10-07,28,2002,1,6,27,-0.446,-0.354,-0.689,0.84,-0.099,0.097,-0.463,-0.238,-0.002,-0.641,-0.119,-0.221
Scottie Upshall,SCOTTIE.UPSHALL,8470105,13-14,FLA,R,L,1983-10-07,29,2002,1,6,76,0.296,0.127,0.916,-0.972,-0.099,0.086,0.363,0.033,-0.013,0.345,0.065,0.122
Scottie Upshall,SCOTTIE.UPSHALL,8470105,14-15,FLA,R,L,1983-10-07,30,2002,1,6,63,-0.102,0.122,0.658,-1.393,-0.03,0.101,-0.072,-0.039,0.07,-0.031,-0.006,-0.011
Scottie Upshall,SCOTTIE.UPSHALL,8470105,15-16,STL,R,L,1983-10-07,31,2002,1,6,70,0.236,0.006,-0.061,0.69,0.009,0.13,0.235,0.084,0.139,0.428,0.083,0.159
Scottie Upshall,SCOTTIE.UPSHALL,8470105,16-17,STL,R,L,1983-10-07,32,2002,1,6,73,0.108,-0.292,-0.421,0.964,-0.096,-0.005,0.105,-0.09,-0.101,-0.102,-0.019,-0.037
Scottie Upshall,SCOTTIE.UPSHALL,8470105,17-18,STL,R,L,1983-10-07,33,2002,1,6,63,0.285,0.124,-0.509,-0.897,-0.153,0.074,0.282,-0.004,-0.08,0.161,0.031,0.06
Sean Avery,SEAN.AVERY,8468224,07-08,NYR,L,L,1980-04-10,27,1998,NA,NA,57,0.653,-0.206,0.128,-0.821,-0.043,0.176,0.6,-0.243,0.134,0.479,0.087,0.167
Sean Avery,SEAN.AVERY,8468224,08-09,DAL/NYR,L,L,1980-04-10,28,1998,NA,NA,41,0.663,-0.018,-0.37,-0.217,-0.102,0.26,0.514,-0.019,0.158,0.647,0.117,0.225
Sean Avery,SEAN.AVERY,8468224,09-10,NYR,L,L,1980-04-10,29,1998,NA,NA,69,0.207,-0.024,2.697,0,-0.154,0.136,0.43,-0.024,-0.018,0.388,0.07,0.135
Sean Avery,SEAN.AVERY,8468224,10-11,NYR,L,L,1980-04-10,30,1998,NA,NA,76,0.067,-0.251,-1.536,-0.08,-0.11,0.116,0.013,-0.25,0.006,-0.221,-0.039,-0.076
Sean Avery,SEAN.AVERY,8468224,11-12,NYR,L,L,1980-04-10,31,1998,NA,NA,15,0.251,0.058,-0.162,0,0.046,0.203,0.25,0.058,0.249,0.556,0.097,0.18
Sean Bentivoglio,SEAN.BENTIVOGLIO,8473905,08-09,NYI,L,L,1985-10-16,22,2004,NA,NA,1,-0.066,-0.252,-0.205,0,-0.824,-0.184,-0.069,-0.252,-1.009,-1.323,-0.24,-0.461
Sean Bergenheim,SEAN.BERGENHEIM,8470176,07-08,NYI,L,L,1984-02-08,23,2002,1,22,78,0.193,-0.065,-0.718,1.065,-0.117,-0.036,0.156,-0.043,-0.153,-0.042,-0.008,-0.015
Sean Bergenheim,SEAN.BERGENHEIM,8470176,08-09,NYI,L,L,1984-02-08,24,2002,1,22,59,0.162,0.134,-2.622,0.105,-0.1,0.069,0.076,0.13,-0.031,0.158,0.029,0.055
Sean Bergenheim,SEAN.BERGENHEIM,8470176,09-10,NYI,L,L,1984-02-08,25,2002,1,22,63,0.19,0.169,-1.366,-0.669,-0.061,0.086,0.166,0.073,0.025,0.243,0.044,0.084
Sean Bergenheim,SEAN.BERGENHEIM,8470176,10-11,T.B,L,L,1984-02-08,26,2002,1,22,80,0.242,0.144,-0.59,0.629,-0.07,0.1,0.171,0.197,0.03,0.364,0.065,0.125
Sean Bergenheim,SEAN.BERGENHEIM,8470176,11-12,FLA,L,L,1984-02-08,27,2002,1,22,62,0.069,0.046,0.157,-0.266,-0.072,0.096,0.079,0.02,0.023,0.113,0.02,0.037
Sean Bergenheim,SEAN.BERGENHEIM,8470176,13-14,FLA,L,L,1984-02-08,29,2002,1,22,62,0.167,-0.066,-0.955,-0.499,-0.047,0.026,0.004,-0.077,-0.021,-0.082,-0.016,-0.029
Sean Bergenheim,SEAN.BERGENHEIM,8470176,14-15,FLA/MIN,L,L,1984-02-08,30,2002,1,22,56,0.209,0.146,0.318,0.045,-0.047,0.002,0.213,0.145,-0.045,0.303,0.058,0.11
Sean Collins,SEAN.COLLINS,8473913,08-09,WSH,D,R,1983-10-30,24,2002,NA,NA,15,-0.336,0.609,0.792,-1.217,-0.061,-0.078,-0.334,0.569,-0.139,0.101,0.018,0.035
Sean Collins,SEAN.COLLINS,8473913,10-11,WSH,D,R,1983-10-30,26,2002,NA,NA,4,0.669,0.531,0,0.256,0.15,-0.067,0.669,0.52,0.083,1.225,0.219,0.419
Sean Collins,SEAN.COLLINS,8473913,11-12,WSH,D,R,1983-10-30,27,2002,NA,NA,2,0.199,-0.174,0,0.459,0.133,-0.068,0.199,-0.159,0.065,0.1,0.017,0.032
Sean Collins (C),SEAN.COLLINS2,8474744,12-13,CBJ,C,L,1988-12-29,23,2008,7,187,5,-0.51,-1.029,0,0,-0.368,0.214,-0.51,-1.029,-0.154,-1.686,-0.313,-0.58
Sean Collins (C),SEAN.COLLINS2,8474744,13-14,CBJ,C,L,1988-12-29,24,2008,7,187,6,0.498,0.205,0.199,0,0.149,0.098,0.497,0.205,0.247,0.941,0.178,0.334
Sean Collins (C),SEAN.COLLINS2,8474744,14-15,CBJ,C,L,1988-12-29,25,2008,7,187,8,0.39,0.412,0.31,0,0.012,-0.011,0.39,0.412,0.001,0.795,0.151,0.289
Sean Collins (C),SEAN.COLLINS2,8474744,15-16,WSH,C,L,1988-12-29,26,2008,7,187,2,-0.111,0.212,0.354,-0.007,-0.475,1.094,-0.107,0.204,0.619,0.714,0.138,0.265
Sean Couturier,SEAN.COUTURIER,8476461,11-12,PHI,C,L,1992-12-07,18,2011,1,8,77,0.2,0.138,-0.09,0.119,0.089,0.005,0.188,0.134,0.094,0.373,0.065,0.121
Sean Couturier,SEAN.COUTURIER,8476461,12-13,PHI,C,L,1992-12-07,19,2011,1,8,46,0.126,0.151,-0.617,0.293,0.096,-0.055,0.04,0.176,0.041,0.231,0.043,0.079
Sean Couturier,SEAN.COUTURIER,8476461,13-14,PHI,C,L,1992-12-07,20,2011,1,8,82,0.104,-0.029,0.348,0.241,0.044,-0.005,0.124,0.024,0.04,0.161,0.03,0.057
Sean Couturier,SEAN.COUTURIER,8476461,14-15,PHI,C,L,1992-12-07,21,2011,1,8,82,0.282,0.057,0.811,-0.11,0.067,0.025,0.334,0.034,0.093,0.408,0.078,0.148
Sean Couturier,SEAN.COUTURIER,8476461,15-16,PHI,C,L,1992-12-07,22,2011,1,8,63,0.409,0.279,0.888,0.202,0.021,0.041,0.464,0.27,0.062,0.705,0.136,0.261
Sean Couturier,SEAN.COUTURIER,8476461,16-17,PHI,C,L,1992-12-07,23,2011,1,8,66,0.657,0.005,-0.021,0.153,-0.013,-0.042,0.582,0.021,-0.055,0.48,0.09,0.175
Sean Couturier,SEAN.COUTURIER,8476461,17-18,PHI,C,L,1992-12-07,24,2011,1,8,82,0.856,0.042,0.384,0.415,0.07,0.016,0.777,0.081,0.086,0.834,0.162,0.311
Sean Couturier,SEAN.COUTURIER,8476461,18-19,PHI,C,L,1992-12-07,25,2011,1,8,80,0.587,0.159,0.839,0.028,0.053,0.018,0.627,0.142,0.071,0.728,0.136,0.256
Sean Couturier,SEAN.COUTURIER,8476461,19-20,PHI,C,L,1992-12-07,26,2011,1,8,69,0.638,0.09,0.904,-0.37,0.012,0.012,0.68,0.034,0.023,0.642,0.114,0.219
Sean Couturier,SEAN.COUTURIER,8476461,20-21,PHI,C,L,1992-12-07,27,2011,1,8,45,0.564,0.071,0.301,0.577,0.076,0.085,0.523,0.134,0.161,0.724,0.13,0.242
Sean Couturier,SEAN.COUTURIER,8476461,21-22,PHI,C,L,1992-12-07,28,2011,1,8,29,0.038,0.03,0.513,0.343,0.022,0.036,0.114,0.069,0.058,0.215,0.038,0.073
Sean Day,SEAN.DAY,8479413,21-22,T.B,D,L,1998-01-09,23,2016,3,81,2,0.34,-0.285,0,0.488,0.126,1.009,0.34,-0.273,1.135,1.197,0.214,0.405
Sean Durzi,SEAN.DURZI,8480434,21-22,L.A,D,R,1998-10-21,22,2018,2,52,36,0.449,-0.161,0.303,-1.046,-0.033,0.038,0.431,-0.211,0.004,0.224,0.04,0.076
Sean Hill,SEAN.HILL,8456595,07-08,MIN,D,R,1970-02-14,37,1988,8,167,35,-0.313,-0.133,6.281,-0.159,-0.126,-0.058,0.006,-0.135,-0.183,-0.305,-0.055,-0.106
Sean Kuraly,SEAN.KURALY,8476374,16-17,BOS,C,L,1993-01-20,23,2011,5,133,8,-0.559,0.323,0.273,0.331,-0.007,0.033,-0.557,0.323,0.026,-0.201,-0.038,-0.073
Sean Kuraly,SEAN.KURALY,8476374,17-18,BOS,C,L,1993-01-20,24,2011,5,133,75,-0.182,-0.076,-0.214,0.746,-0.029,0.076,-0.182,0.003,0.047,-0.112,-0.022,-0.042
Sean Kuraly,SEAN.KURALY,8476374,18-19,BOS,C,L,1993-01-20,25,2011,5,133,71,-0.041,0.016,0.124,-0.833,0.01,-0.024,-0.04,-0.065,-0.013,-0.114,-0.021,-0.04
Sean Kuraly,SEAN.KURALY,8476374,19-20,BOS,C,L,1993-01-20,26,2011,5,133,69,0.175,-0.192,1.884,0.081,-0.019,0.012,0.181,-0.158,-0.007,-0.006,-0.001,-0.002
Sean Kuraly,SEAN.KURALY,8476374,20-21,BOS,C,L,1993-01-20,27,2011,5,133,47,0.07,-0.141,-0.049,0.916,-0.018,0.019,0.07,-0.002,0.001,0.059,0.011,0.02
Sean Kuraly,SEAN.KURALY,8476374,21-22,CBJ,C,L,1993-01-20,28,2011,5,133,53,0.436,0.093,-0.299,-0.875,-0.051,-0.053,0.431,-0.06,-0.104,0.196,0.035,0.066
Sean Malone,SEAN.MALONE,8477391,16-17,BUF,C,L,1995-04-30,21,2013,6,159,1,-0.11,0.151,0.489,0,0.135,-0.125,-0.069,0.151,0.011,0.082,0.015,0.03
Sean Malone,SEAN.MALONE,8477391,20-21,NSH,C,L,1995-04-30,25,2013,6,159,1,0.535,-0.455,-0.213,0,-0.96,-0.12,0.508,-0.455,-1.08,-1.011,-0.181,-0.338
Sean Monahan,SEAN.MONAHAN,8477497,13-14,CGY,C,L,1994-10-12,18,2013,1,6,75,0.21,-0.057,0.184,1.724,0.109,-0.081,0.207,-0.023,0.028,0.208,0.039,0.074
Sean Monahan,SEAN.MONAHAN,8477497,14-15,CGY,C,L,1994-10-12,19,2013,1,6,81,0.127,-0.129,1.18,0.325,0.111,-0.061,0.287,-0.106,0.05,0.229,0.044,0.083
Sean Monahan,SEAN.MONAHAN,8477497,15-16,CGY,C,L,1994-10-12,20,2013,1,6,81,0.496,-0.027,0.864,-1.076,0.072,-0.062,0.562,-0.078,0.01,0.47,0.091,0.174
Sean Monahan,SEAN.MONAHAN,8477497,16-17,CGY,C,L,1994-10-12,21,2013,1,6,82,0.435,-0.184,0.283,1.138,0.064,-0.048,0.408,-0.139,0.016,0.291,0.055,0.106
Sean Monahan,SEAN.MONAHAN,8477497,17-18,CGY,C,L,1994-10-12,22,2013,1,6,74,0.752,-0.243,0.384,-1.153,0.042,-0.052,0.679,-0.261,-0.01,0.437,0.085,0.163
Sean Monahan,SEAN.MONAHAN,8477497,18-19,CGY,C,L,1994-10-12,23,2013,1,6,78,0.45,-0.17,0.896,0.128,0.093,0.022,0.529,-0.17,0.115,0.492,0.092,0.172
Sean Monahan,SEAN.MONAHAN,8477497,19-20,CGY,C,L,1994-10-12,24,2013,1,6,70,0.161,-0.196,0.494,0.115,0.053,-0.049,0.214,-0.195,0.004,0.052,0.009,0.018
Sean Monahan,SEAN.MONAHAN,8477497,20-21,CGY,C,L,1994-10-12,25,2013,1,6,50,-0.26,0.043,0.576,1.243,0.066,-0.033,-0.106,0.085,0.033,0.001,0,0
Sean Monahan,SEAN.MONAHAN,8477497,21-22,CGY,C,L,1994-10-12,26,2013,1,6,51,-0.165,0.157,0.624,-0.255,-0.012,-0.025,-0.018,0.154,-0.038,0.069,0.012,0.023
Sean O'Donnell,SEAN.O'DONNELL,8458637,07-08,ANA,D,L,1971-10-13,35,1991,6,123,82,-0.093,-0.022,-0.095,0.404,0.038,-0.013,-0.093,0.067,0.025,0.018,0.003,0.006
Sean O'Donnell,SEAN.O'DONNELL,8458637,08-09,L.A,D,L,1971-10-13,36,1991,6,123,82,-0.074,0.1,-0.149,0.183,0.078,-0.065,-0.075,0.116,0.013,0.068,0.012,0.024
Sean O'Donnell,SEAN.O'DONNELL,8458637,09-10,L.A,D,L,1971-10-13,37,1991,6,123,78,0.133,0.113,-0.184,-0.755,-0.011,-0.064,0.131,-0.029,-0.075,0.005,0.001,0.002
Sean O'Donnell,SEAN.O'DONNELL,8458637,10-11,PHI,D,L,1971-10-13,38,1991,6,123,81,-0.105,-0.184,-0.202,-0.013,0.031,-0.059,-0.106,-0.166,-0.028,-0.287,-0.051,-0.098
Sean O'Donnell,SEAN.O'DONNELL,8458637,11-12,CHI,D,L,1971-10-13,39,1991,6,123,51,-0.104,-0.42,-0.023,-0.239,0.002,-0.014,-0.104,-0.401,-0.012,-0.504,-0.088,-0.163
Sean Walker,SEAN.WALKER,8480336,18-19,L.A,D,R,1994-11-13,23,2013,NA,NA,39,0.215,0.044,1.004,0.415,0.049,0.025,0.222,0.046,0.074,0.339,0.063,0.119
Sean Walker,SEAN.WALKER,8480336,19-20,L.A,D,R,1994-11-13,24,2013,NA,NA,70,-0.035,-0.117,1.491,1.008,0.014,-0.01,0.036,-0.04,0.004,-0.001,0,0
Sean Walker,SEAN.WALKER,8480336,20-21,L.A,D,R,1994-11-13,25,2013,NA,NA,47,0.265,-0.203,0.394,-0.114,0.006,-0.046,0.277,-0.196,-0.041,0.036,0.007,0.012
Sean Walker,SEAN.WALKER,8480336,21-22,L.A,D,R,1994-11-13,26,2013,NA,NA,6,-0.513,0.016,0.177,-1.106,-0.048,-0.061,-0.442,-0.044,-0.109,-0.566,-0.101,-0.192
Sebastian Aho,SEBASTIAN.AHO,8478427,16-17,CAR,R,L,1997-07-26,19,2015,2,35,82,0.164,-0.059,0.445,0.512,0.029,0.063,0.202,-0.05,0.092,0.244,0.046,0.089
Sebastian Aho,SEBASTIAN.AHO,8478427,17-18,CAR,R,L,1997-07-26,20,2015,2,35,78,0.497,-0.067,0.064,0.007,0.042,0.028,0.431,-0.067,0.07,0.433,0.084,0.161
Sebastian Aho,SEBASTIAN.AHO,8478427,18-19,CAR,R,L,1997-07-26,21,2015,2,35,82,0.57,-0.129,0.489,0.5,0.056,0.051,0.557,-0.087,0.107,0.542,0.101,0.19
Sebastian Aho,SEBASTIAN.AHO,8478427,19-20,CAR,R,L,1997-07-26,22,2015,2,35,68,0.654,-0.289,0.369,-0.198,0.013,0.002,0.607,-0.279,0.014,0.315,0.056,0.108
Sebastian Aho,SEBASTIAN.AHO,8478427,20-21,CAR,R,L,1997-07-26,23,2015,2,35,56,0.535,-0.106,0.625,-0.111,-0.011,0.003,0.551,-0.106,-0.008,0.393,0.071,0.131
Sebastian Aho,SEBASTIAN.AHO,8478427,21-22,CAR,C/R,L,1997-07-26,24,2015,2,35,49,0.468,-0.345,0.691,0.203,-0.005,0.115,0.512,-0.271,0.11,0.331,0.059,0.112
Sebastian Aho (D),SEBASTIAN.AHO2,8480222,17-18,NYI,D,L,1996-02-17,21,2017,5,139,22,0.316,-0.272,0.677,0.087,0.041,0.047,0.337,-0.271,0.089,0.17,0.033,0.063
Sebastian Aho (D),SEBASTIAN.AHO2,8480222,20-21,NYI,D,L,1996-02-17,24,2017,5,139,3,0.445,-0.634,-0.071,0,-0.161,0.491,0.442,-0.634,0.331,0.146,0.026,0.049
Sebastian Aho (D),SEBASTIAN.AHO2,8480222,21-22,NYI,D,L,1996-02-17,25,2017,5,139,19,0.128,-0.159,-0.32,0.243,0.091,-0.003,0.094,-0.157,0.088,0.037,0.007,0.012
Sergei Brylin,SERGEI.BRYLIN,8458978,07-08,N.J,C,L,1974-01-13,33,1992,2,42,82,-0.204,0.184,-0.957,-0.624,0.092,-0.098,-0.236,0.08,-0.006,-0.135,-0.024,-0.047
Sergei Fedorov,SERGEI.FEDOROV,8446788,07-08,CBJ/WSH,C,L,1969-12-13,37,1989,4,74,68,-0.12,0.231,0.256,0.188,0.018,-0.031,-0.029,0.227,-0.013,0.133,0.024,0.046
Sergei Fedorov,SERGEI.FEDOROV,8446788,08-09,WSH,C,L,1969-12-13,38,1989,4,74,52,0.523,0.152,0.311,-0.514,-0.107,-0.129,0.484,0.112,-0.237,0.306,0.055,0.106
Sergei Gonchar,SERGEI.GONCHAR,8458951,07-08,PIT,D,L,1974-04-13,33,1992,1,14,78,0.183,-0.032,0.989,-0.221,0.006,-0.041,0.39,-0.068,-0.034,0.239,0.043,0.083
Sergei Gonchar,SERGEI.GONCHAR,8458951,08-09,PIT,D,L,1974-04-13,34,1992,1,14,25,0.66,-0.428,0.752,1.2,0.029,-0.042,0.685,-0.213,-0.013,0.438,0.079,0.153
Sergei Gonchar,SERGEI.GONCHAR,8458951,09-10,PIT,D,L,1974-04-13,35,1992,1,14,61,0.246,-0.096,1.629,0.606,-0.025,-0.011,0.579,0.011,-0.036,0.473,0.086,0.165
Sergei Gonchar,SERGEI.GONCHAR,8458951,10-11,OTT,D,L,1974-04-13,36,1992,1,14,67,-0.088,0.193,0.786,-0.571,0.063,0.008,0.073,0.13,0.071,0.243,0.043,0.083
Sergei Gonchar,SERGEI.GONCHAR,8458951,11-12,OTT,D,L,1974-04-13,37,1992,1,14,74,-0.121,-0.048,0.839,0.349,-0.017,-0.055,0.026,-0.01,-0.072,-0.057,-0.01,-0.018
Sergei Gonchar,SERGEI.GONCHAR,8458951,12-13,OTT,D,L,1974-04-13,38,1992,1,14,45,-0.043,-0.052,-0.052,0.298,0.012,-0.043,-0.045,-0.012,-0.031,-0.081,-0.015,-0.028
Sergei Gonchar,SERGEI.GONCHAR,8458951,13-14,DAL,D,L,1974-04-13,39,1992,1,14,76,-0.136,-0.13,0.856,-0.801,0.046,-0.009,0.006,-0.14,0.036,-0.077,-0.015,-0.027
Sergei Gonchar,SERGEI.GONCHAR,8458951,14-15,DAL/MTL,D,L,1974-04-13,40,1992,1,14,48,-0.142,0.056,0.195,-1.583,0.017,-0.049,-0.102,0.017,-0.032,-0.117,-0.022,-0.042
Sergei Kostitsyn,SERGEI.KOSTITSYN,8471859,07-08,MTL,L,L,1987-03-20,20,2005,7,200,52,0.531,-0.003,0.565,-1.727,-0.089,0.074,0.536,-0.06,-0.015,0.446,0.081,0.155
Sergei Kostitsyn,SERGEI.KOSTITSYN,8471859,08-09,MTL,L,L,1987-03-20,21,2005,7,200,56,0.014,-0.045,0.266,0.745,-0.016,-0.042,0.059,0.023,-0.057,0.016,0.003,0.006
Sergei Kostitsyn,SERGEI.KOSTITSYN,8471859,09-10,MTL,L,L,1987-03-20,22,2005,7,200,47,0.196,-0.313,-0.28,0.452,0.097,-0.03,0.186,-0.216,0.067,0.018,0.003,0.006
Sergei Kostitsyn,SERGEI.KOSTITSYN,8471859,10-11,NSH,L,L,1987-03-20,23,2005,7,200,77,0.545,-0.28,1.624,2.91,0.057,-0.042,0.683,-0.194,0.015,0.503,0.09,0.172
Sergei Kostitsyn,SERGEI.KOSTITSYN,8471859,11-12,NSH,L,L,1987-03-20,24,2005,7,200,75,0.17,0.043,0.135,0.239,0.015,-0.066,0.167,0.055,-0.052,0.153,0.027,0.05
Sergei Kostitsyn,SERGEI.KOSTITSYN,8471859,12-13,NSH,L,L,1987-03-20,25,2005,7,200,46,0.138,0.051,1.357,-0.17,0.05,-0.041,0.276,0.033,0.009,0.291,0.054,0.1
Sergei Plotnikov,SERGEI.PLOTNIKOV,8478928,15-16,ARI/PIT,L,L,1990-06-03,25,2008,NA,NA,45,-0.402,-0.109,-0.483,0.15,-0.1,0.07,-0.403,-0.106,-0.03,-0.531,-0.103,-0.197
Sergei Samsonov,SERGEI.SAMSONOV,8466035,07-08,CAR/CHI,L,R,1978-10-27,28,1997,1,8,60,0.253,0.079,0.867,0.016,0.1,-0.093,0.376,0.079,0.008,0.44,0.08,0.153
Sergei Samsonov,SERGEI.SAMSONOV,8466035,08-09,CAR,L,R,1978-10-27,29,1997,1,8,81,0.139,-0.368,1.295,-0.258,0.074,-0.045,0.36,-0.368,0.029,0.09,0.016,0.031
Sergei Samsonov,SERGEI.SAMSONOV,8466035,09-10,CAR,L,R,1978-10-27,30,1997,1,8,71,0.27,-0.108,0.015,-1.242,-0.004,-0.071,0.226,-0.108,-0.075,0.06,0.011,0.021
Sergei Samsonov,SERGEI.SAMSONOV,8466035,10-11,CAR/FLA,L,R,1978-10-27,31,1997,1,8,77,0.252,-0.055,0.323,-1.654,0.094,-0.06,0.264,-0.062,0.034,0.245,0.044,0.084
Sergei Shirokov,SERGEI.SHIROKOV,8473488,09-10,VAN,R,R,1986-03-10,23,2006,6,163,6,-1.091,-0.168,-0.131,0,0.016,0.665,-0.959,-0.168,0.681,-0.419,-0.076,-0.146
Sergei Shirokov,SERGEI.SHIROKOV,8473488,10-11,VAN,L,R,1986-03-10,24,2006,6,163,2,0.414,0.113,0.471,0,0.16,0.408,0.416,0.113,0.569,1.094,0.195,0.375
Sergei Zubov,SERGEI.ZUBOV,8458494,07-08,DAL,D,R,1970-07-22,37,1990,5,85,46,0.232,-0.086,0.817,0.999,0.125,-0.022,0.362,0.069,0.103,0.472,0.085,0.164
Sergei Zubov,SERGEI.ZUBOV,8458494,08-09,DAL,D,R,1970-07-22,38,1990,5,85,10,0.316,-0.073,-0.632,1.142,0.176,0.023,0.112,0.03,0.199,0.325,0.059,0.113
Sergey Kalinin,SERGEY.KALININ,8478566,15-16,N.J,C,L,1991-03-17,24,2009,NA,NA,78,0.005,-0.104,-1.477,1.553,-0.003,0.054,-0.143,-0.07,0.051,-0.15,-0.029,-0.056
Sergey Kalinin,SERGEY.KALININ,8478566,16-17,N.J,C,L,1991-03-17,25,2009,NA,NA,43,-0.622,0.306,-2.199,-0.344,0.009,-0.049,-0.684,0.202,-0.041,-0.422,-0.079,-0.154
Sergey Tolchinsky,SERGEY.TOLCHINSKY,8477566,15-16,CAR,L,L,1995-02-03,20,2013,NA,NA,2,0.21,0.218,0,0,0.141,-0.131,0.21,0.218,0.01,0.438,0.084,0.162
Sergey Tolchinsky,SERGEY.TOLCHINSKY,8477566,16-17,CAR,L,L,1995-02-03,21,2013,NA,NA,2,0.26,-0.505,-0.053,0,0.135,-0.125,0.259,-0.505,0.011,-0.233,-0.044,-0.085
Seth Griffith,SETH.GRIFFITH,8476495,14-15,BOS,C,R,1993-01-04,21,2012,5,131,30,-0.127,-0.041,0.811,-0.092,0.078,-0.102,-0.006,-0.041,-0.024,-0.065,-0.012,-0.024
Seth Griffith,SETH.GRIFFITH,8476495,15-16,BOS,C,R,1993-01-04,22,2012,5,131,4,-0.616,-0.312,2.036,0,-0.408,-0.131,-0.106,-0.312,-0.539,-0.897,-0.173,-0.333
Seth Griffith,SETH.GRIFFITH,8476495,16-17,FLA/TOR,C,R,1993-01-04,23,2012,5,131,24,0.233,-0.038,1.573,0.045,0.02,-0.018,0.375,-0.038,0.002,0.341,0.064,0.124
Seth Griffith,SETH.GRIFFITH,8476495,17-18,BUF,C,R,1993-01-04,24,2012,5,131,21,-0.71,0.127,-0.137,-0.171,-0.014,-0.042,-0.674,0.127,-0.055,-0.607,-0.118,-0.226
Seth Griffith,SETH.GRIFFITH,8476495,21-22,EDM,C,R,1993-01-04,28,2012,5,131,1,1.34,-0.207,0,0,0.134,-0.122,1.34,-0.207,0.012,1.145,0.205,0.388
