Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,xTake_GAR,xDraw_GAR,xOff_GAR,xDef_GAR,xPens_GAR,xGAR,xWAR,xSPAR
Ty Smith,TY.SMITH,8480883,20-21,N.J,D,L,2000-03-24,20,2018,1,17,48,-0.6,-1.3,0,0.1,0.1,0.4,-0.6,-1.2,0.5,-1.3,-0.2,-0.4
Ty Smith,TY.SMITH,8480883,21-22,N.J,D,L,2000-03-24,21,2018,1,17,44,-2.7,-4.5,-0.5,0.1,1.3,-0.6,-3.2,-4.4,0.7,-6.8,-1.2,-2.3
Ty Wishart,TY.WISHART,8473501,08-09,T.B,D,L,1988-05-19,20,2006,1,16,5,0,0.1,0,0,0.1,-0.1,0,0.1,0.1,0.2,0,0.1
Ty Wishart,TY.WISHART,8473501,10-11,NYI,D,L,1988-05-19,22,2006,1,16,20,1.9,1.7,0.2,0.3,-0.1,-0.2,2.1,2,-0.3,3.8,0.7,1.3
Ty Wishart,TY.WISHART,8473501,11-12,NYI,D,L,1988-05-19,23,2006,1,16,1,0,0.1,0,0,0,0,0,0.1,0,0,0,0
Tyce Thompson,TYCE.THOMPSON,8481740,20-21,N.J,R,R,1999-07-12,21,2019,4,96,7,-0.1,0.6,0,0,-0.1,-0.1,-0.1,0.6,-0.2,0.3,0.1,0.1
Tyce Thompson,TYCE.THOMPSON,8481740,21-22,N.J,R,R,1999-07-12,22,2019,4,96,2,-0.1,-0.1,0,0,0.1,0.1,-0.1,-0.1,0.2,0,0,0
Tye McGinn,TYE.MCGINN,8475775,12-13,PHI,L,L,1990-07-29,22,2010,4,119,18,0.1,1.9,-0.1,0,0.4,0.4,0,1.9,0.8,2.7,0.5,0.9
Tye McGinn,TYE.MCGINN,8475775,13-14,PHI,L,L,1990-07-29,23,2010,4,119,18,2,0.2,-0.1,0,0.1,-0.5,1.9,0.2,-0.3,1.7,0.3,0.6
Tye McGinn,TYE.MCGINN,8475775,14-15,ARI/S.J,L,L,1990-07-29,24,2010,4,119,51,-2.5,1.7,0,0,0.5,0.2,-2.5,1.7,0.7,0,0,0
Tye McGinn,TYE.MCGINN,8475775,15-16,T.B,L,L,1990-07-29,25,2010,4,119,2,0,0,0,0,0,0,0,0,0,0.1,0,0
Tyler Arnason,TYLER.ARNASON,8467483,07-08,COL,C,L,1979-03-16,28,1998,7,183,70,0.7,1.4,-0.6,0,1.8,1,0.1,1.4,2.8,4.4,0.8,1.5
Tyler Arnason,TYLER.ARNASON,8467483,08-09,COL,C,L,1979-03-16,29,1998,7,183,71,-2,1.5,0.7,0,1.5,-0.3,-1.2,1.5,1.2,1.5,0.3,0.5
Tyler Benson,TYLER.BENSON,8479347,19-20,EDM,L,L,1998-03-15,21,2016,2,32,7,0,0.1,0,0,0.2,-0.1,0,0.1,0,0.1,0,0
Tyler Benson,TYLER.BENSON,8479347,21-22,EDM,L,L,1998-03-15,23,2016,2,32,26,0.7,-0.3,0,0,-0.1,0.3,0.7,-0.3,0.2,0.7,0.1,0.2
Tyler Bertuzzi,TYLER.BERTUZZI,8477479,16-17,DET,L,L,1995-02-24,21,2013,2,58,7,-0.5,0.1,0,0,0.1,0.1,-0.5,0.1,0.2,-0.2,0,-0.1
Tyler Bertuzzi,TYLER.BERTUZZI,8477479,17-18,DET,L,L,1995-02-24,22,2013,2,58,48,0.3,0.6,-0.2,0,0.9,1.8,0.1,0.6,2.7,3.4,0.7,1.3
Tyler Bertuzzi,TYLER.BERTUZZI,8477479,18-19,DET,L,L,1995-02-24,23,2013,2,58,73,8.7,-3.1,1.5,0,1.4,-0.8,10.3,-3.1,0.6,7.8,1.4,2.7
Tyler Bertuzzi,TYLER.BERTUZZI,8477479,19-20,DET,L,L,1995-02-24,24,2013,2,58,71,7.3,-2.6,-0.2,-0.3,2,-0.1,7.1,-2.9,1.9,6.1,1.1,2.1
Tyler Bertuzzi,TYLER.BERTUZZI,8477479,20-21,DET,L,L,1995-02-24,25,2013,2,58,9,0.6,0.1,0.6,0.1,0,-0.2,1.2,0.2,-0.2,1.1,0.2,0.4
Tyler Bertuzzi,TYLER.BERTUZZI,8477479,21-22,DET,L,L,1995-02-24,26,2013,2,58,45,12.6,0.7,-0.1,0.7,0.6,1.2,12.5,1.4,1.8,15.7,2.8,5.3
Tyler Bozak,TYLER.BOZAK,8475098,09-10,TOR,C,R,1986-03-19,23,2004,NA,NA,37,4.8,-1,0.7,-0.1,1.3,-0.1,5.5,-1.1,1.2,5.6,1,2
Tyler Bozak,TYLER.BOZAK,8475098,10-11,TOR,C,R,1986-03-19,24,2004,NA,NA,82,2.8,-1.9,2.5,-1,2.9,0.3,5.2,-3,3.2,5.5,1,1.9
Tyler Bozak,TYLER.BOZAK,8475098,11-12,TOR,C,R,1986-03-19,25,2004,NA,NA,73,6.6,-4.8,2,0,1.2,-0.9,8.5,-4.9,0.3,3.9,0.7,1.3
Tyler Bozak,TYLER.BOZAK,8475098,12-13,TOR,C,R,1986-03-19,26,2004,NA,NA,46,3.4,0.6,2.8,0.4,1.8,-0.4,6.3,1,1.4,8.6,1.6,3
Tyler Bozak,TYLER.BOZAK,8475098,13-14,TOR,C,R,1986-03-19,27,2004,NA,NA,58,7.5,-4,2.6,-0.9,1.6,-0.4,10.1,-4.8,1.3,6.5,1.2,2.3
Tyler Bozak,TYLER.BOZAK,8475098,14-15,TOR,C,R,1986-03-19,28,2004,NA,NA,82,3.7,-1.9,5.4,-1,1.9,0.6,9.2,-2.9,2.6,8.9,1.7,3.2
Tyler Bozak,TYLER.BOZAK,8475098,15-16,TOR,C,R,1986-03-19,29,2004,NA,NA,57,4.8,-1.8,1.6,-0.1,0.5,-0.3,6.4,-1.9,0.2,4.7,0.9,1.7
Tyler Bozak,TYLER.BOZAK,8475098,16-17,TOR,C,R,1986-03-19,30,2004,NA,NA,78,6.3,-1.6,3.1,0,0.6,-0.9,9.4,-1.6,-0.3,7.6,1.4,2.8
Tyler Bozak,TYLER.BOZAK,8475098,17-18,TOR,C,R,1986-03-19,31,2004,NA,NA,81,2.6,-2.2,1.4,0,0.5,-1,4.1,-2.2,-0.5,1.4,0.3,0.5
Tyler Bozak,TYLER.BOZAK,8475098,18-19,STL,C,R,1986-03-19,32,2004,NA,NA,72,0.9,0.1,0.4,-0.4,0.8,-0.4,1.3,-0.3,0.4,1.4,0.3,0.5
Tyler Bozak,TYLER.BOZAK,8475098,19-20,STL,C,R,1986-03-19,33,2004,NA,NA,67,4.8,2.2,0.8,1.9,1.4,-0.7,5.6,4.1,0.7,10.3,1.8,3.5
Tyler Bozak,TYLER.BOZAK,8475098,20-21,STL,C,R,1986-03-19,34,2004,NA,NA,31,-0.9,-0.1,-0.1,-1.3,0.1,-0.3,-1,-1.4,-0.2,-2.6,-0.5,-0.9
Tyler Bozak,TYLER.BOZAK,8475098,21-22,STL,C,R,1986-03-19,35,2004,NA,NA,41,-1,-0.4,0,-0.5,0,-0.3,-0.9,-0.9,-0.3,-2.1,-0.4,-0.7
Tyler Cuma,TYLER.CUMA,8474585,11-12,MIN,D,L,1990-01-19,21,2008,1,23,1,0,0,0,0,-0.2,0,0,0,-0.2,-0.2,0,-0.1
Tyler Eckford,TYLER.ECKFORD,8471429,09-10,N.J,D,L,1985-09-08,24,2004,7,217,3,-0.1,0,0,0,-0.3,0,0,0,-0.3,-0.3,-0.1,-0.1
Tyler Eckford,TYLER.ECKFORD,8471429,10-11,N.J,D,L,1985-09-08,25,2004,7,217,4,-0.1,0,0,0,0.1,0,-0.1,0,0,0,0,0
Tyler Ennis,TYLER.ENNIS,8474589,09-10,BUF,C,L,1989-10-06,19,2008,1,26,10,1.9,0.5,1,0,-0.1,-0.2,2.9,0.5,-0.3,3,0.5,1.1
Tyler Ennis,TYLER.ENNIS,8474589,10-11,BUF,C,L,1989-10-06,20,2008,1,26,82,3.1,-0.8,2.1,0,1.4,0,5.3,-0.8,1.4,5.9,1,2
Tyler Ennis,TYLER.ENNIS,8474589,11-12,BUF,C,L,1989-10-06,21,2008,1,26,48,7.5,-0.8,0.3,0,0.6,0,7.8,-0.8,0.6,7.6,1.3,2.5
Tyler Ennis,TYLER.ENNIS,8474589,12-13,BUF,C,L,1989-10-06,22,2008,1,26,47,1.2,-0.9,1,0,1.2,-0.1,2.3,-0.8,1.1,2.5,0.5,0.9
Tyler Ennis,TYLER.ENNIS,8474589,13-14,BUF,C,L,1989-10-06,23,2008,1,26,80,8.9,-5.3,0.6,0.1,0.8,-0.4,9.5,-5.2,0.4,4.7,0.9,1.7
Tyler Ennis,TYLER.ENNIS,8474589,14-15,BUF,C,L,1989-10-06,24,2008,1,26,78,6.3,-6.3,2.1,0,1.4,2.6,8.3,-6.3,4.1,6.1,1.2,2.2
Tyler Ennis,TYLER.ENNIS,8474589,15-16,BUF,C,L,1989-10-06,25,2008,1,26,23,-1.2,-1.3,0.3,0,0,-0.1,-0.9,-1.3,-0.1,-2.2,-0.4,-0.8
Tyler Ennis,TYLER.ENNIS,8474589,16-17,BUF,C,L,1989-10-06,26,2008,1,26,51,1.7,-0.5,-0.3,0,0.4,-0.9,1.5,-0.5,-0.5,0.4,0.1,0.2
Tyler Ennis,TYLER.ENNIS,8474589,17-18,MIN,C,L,1989-10-06,27,2008,1,26,73,1,2.7,0.9,0,0.9,0.6,1.9,2.7,1.4,6.1,1.2,2.3
Tyler Ennis,TYLER.ENNIS,8474589,18-19,TOR,C,L,1989-10-06,28,2008,1,26,51,4.6,-1.4,-0.9,0,0.9,0.5,3.7,-1.4,1.4,3.7,0.7,1.3
Tyler Ennis,TYLER.ENNIS,8474589,19-20,EDM/OTT,C,L,1989-10-06,29,2008,1,26,70,2.6,-1.7,0.9,0,0.6,0.7,3.6,-1.7,1.3,3.1,0.6,1.1
Tyler Ennis,TYLER.ENNIS,8474589,20-21,EDM,C,L,1989-10-06,30,2008,1,26,30,0,-1.2,-0.1,0,0.2,0,-0.1,-1.2,0.3,-1.1,-0.2,-0.4
Tyler Ennis,TYLER.ENNIS,8474589,21-22,OTT,C/R,L,1989-10-06,31,2008,1,26,46,-1.5,-0.8,0.5,0,0.8,-0.1,-1,-0.8,0.7,-1.1,-0.2,-0.4
Tyler Gaudet,TYLER.GAUDET,8477715,14-15,ARI,C,L,1993-04-04,21,2011,NA,NA,2,0,-0.1,0,0,0,0,0,-0.1,0,-0.1,0,0
Tyler Gaudet,TYLER.GAUDET,8477715,15-16,ARI,C,L,1993-04-04,22,2011,NA,NA,14,-0.3,0.6,0,0,0.3,-0.1,-0.3,0.6,0.2,0.6,0.1,0.2
Tyler Gaudet,TYLER.GAUDET,8477715,16-17,ARI,C,L,1993-04-04,23,2011,NA,NA,4,-0.4,0.3,0,-0.1,0.1,-0.1,-0.4,0.2,0,-0.3,0,-0.1
Tyler Graovac,TYLER.GRAOVAC,8476344,14-15,MIN,C,L,1993-04-27,21,2011,7,191,3,-0.1,0,0,0,0.1,0.3,-0.1,0,0.4,0.2,0,0.1
Tyler Graovac,TYLER.GRAOVAC,8476344,15-16,MIN,C,L,1993-04-27,22,2011,7,191,2,0,0.1,0,0,0.1,-0.1,0,0.1,0,0.1,0,0
Tyler Graovac,TYLER.GRAOVAC,8476344,16-17,MIN,C,L,1993-04-27,23,2011,7,191,52,2.6,-0.9,0,0,0.2,-0.5,2.6,-0.9,-0.3,1.4,0.3,0.5
Tyler Graovac,TYLER.GRAOVAC,8476344,17-18,WSH,C,L,1993-04-27,24,2011,7,191,5,-0.2,-0.2,0,0,-0.1,0.1,-0.2,-0.2,0,-0.4,-0.1,-0.2
Tyler Graovac,TYLER.GRAOVAC,8476344,19-20,VAN,C,L,1993-04-27,26,2011,7,191,8,-0.3,0.2,0.2,0,-0.1,-0.1,0,0.2,-0.2,0,0,0
Tyler Graovac,TYLER.GRAOVAC,8476344,20-21,VAN,C,L,1993-04-27,27,2011,7,191,14,0,-1.2,0,0,0,0.2,0,-1.2,0.2,-1,-0.2,-0.3
Tyler Johnson,TYLER.JOHNSON,8474870,12-13,T.B,C,R,1990-07-29,22,2008,NA,NA,14,1.1,0.6,-0.4,-0.3,0.1,0.2,0.7,0.3,0.2,1.3,0.2,0.4
Tyler Johnson,TYLER.JOHNSON,8474870,13-14,T.B,C,R,1990-07-29,23,2008,NA,NA,82,3.4,0.9,1.1,-0.8,1.9,0.3,4.5,0.1,2.2,6.7,1.3,2.4
Tyler Johnson,TYLER.JOHNSON,8474870,14-15,T.B,C,R,1990-07-29,24,2008,NA,NA,77,13,-1.3,4.5,-1.2,1.6,2.3,17.5,-2.5,4,19,3.6,6.9
Tyler Johnson,TYLER.JOHNSON,8474870,15-16,T.B,C,R,1990-07-29,25,2008,NA,NA,69,5.2,-1.2,-0.3,-0.3,1.3,1.1,4.9,-1.5,2.4,5.8,1.1,2.1
Tyler Johnson,TYLER.JOHNSON,8474870,16-17,T.B,C,R,1990-07-29,26,2008,NA,NA,66,5.6,-2.5,3.6,-0.3,-0.1,0.1,9.2,-2.8,-0.1,6.4,1.2,2.3
Tyler Johnson,TYLER.JOHNSON,8474870,17-18,T.B,C,R,1990-07-29,27,2008,NA,NA,81,6.5,-5.1,-0.3,0.8,0.9,0.1,6.2,-4.2,0.9,2.9,0.6,1.1
Tyler Johnson,TYLER.JOHNSON,8474870,18-19,T.B,C,R,1990-07-29,28,2008,NA,NA,80,15.8,-4.2,0.5,-2.3,0.8,0.1,16.3,-6.5,1,10.7,2,3.8
Tyler Johnson,TYLER.JOHNSON,8474870,19-20,T.B,C,R,1990-07-29,29,2008,NA,NA,65,7,-0.4,-1.5,0,1,-1.5,5.5,-0.4,-0.4,4.7,0.8,1.6
Tyler Johnson,TYLER.JOHNSON,8474870,20-21,T.B,C,R,1990-07-29,30,2008,NA,NA,55,-0.7,2.2,-0.1,0,0.1,-0.2,-0.8,2.2,-0.1,1.4,0.2,0.5
Tyler Johnson,TYLER.JOHNSON,8474870,21-22,CHI,C,R,1990-07-29,31,2008,NA,NA,8,0.3,-1,0.2,0,-0.5,0.5,0.5,-1,0,-0.5,-0.1,-0.2
Tyler Kennedy,TYLER.KENNEDY,8471311,07-08,PIT,C,R,1986-07-15,21,2004,4,99,55,3.8,2.3,-1.3,0,0.6,-0.1,2.4,2.3,0.5,5.2,0.9,1.8
Tyler Kennedy,TYLER.KENNEDY,8471311,08-09,PIT,C,R,1986-07-15,22,2004,4,99,67,11.4,1.5,-1.5,0,1.9,0.4,9.9,1.5,2.3,13.7,2.5,4.8
Tyler Kennedy,TYLER.KENNEDY,8471311,09-10,PIT,C,R,1986-07-15,23,2004,4,99,63,5,0.8,0.5,0,1,-0.8,5.6,0.8,0.3,6.6,1.2,2.3
Tyler Kennedy,TYLER.KENNEDY,8471311,10-11,PIT,C,R,1986-07-15,24,2004,4,99,80,5.2,0.1,3.9,0,1,0,9.1,0.1,0.9,10.1,1.8,3.5
Tyler Kennedy,TYLER.KENNEDY,8471311,11-12,PIT,C,R,1986-07-15,25,2004,4,99,60,5.3,2.2,-1.2,0,1.1,-0.7,4.1,2.2,0.4,6.7,1.2,2.2
Tyler Kennedy,TYLER.KENNEDY,8471311,12-13,PIT,C,R,1986-07-15,26,2004,4,99,46,1.4,0.5,0.1,0,0.1,0.7,1.5,0.5,0.9,2.8,0.5,1
Tyler Kennedy,TYLER.KENNEDY,8471311,13-14,S.J,C,R,1986-07-15,27,2004,4,99,67,-2.6,-0.1,-0.1,0,0.1,1.8,-2.6,-0.1,1.9,-0.8,-0.1,-0.3
Tyler Kennedy,TYLER.KENNEDY,8471311,14-15,NYI/S.J,C,R,1986-07-15,28,2004,4,99,38,2.9,-1.7,0.1,0,0,-0.4,3,-1.7,-0.4,0.9,0.2,0.3
Tyler Kennedy,TYLER.KENNEDY,8471311,15-16,N.J,C,R,1986-07-15,29,2004,4,99,50,0.9,1.2,1,0,0.3,-0.4,1.9,1.2,-0.1,3,0.6,1.1
Tyler Lewington,TYLER.LEWINGTON,8477343,18-19,WSH,D,R,1994-12-05,23,2013,7,204,2,0.2,0.2,0,0,-0.1,0,0.2,0.2,-0.1,0.2,0,0.1
Tyler Lewington,TYLER.LEWINGTON,8477343,19-20,WSH,D,R,1994-12-05,24,2013,7,204,6,-0.5,0.5,0,0,-0.1,0.1,-0.5,0.5,0,0.1,0,0
Tyler Lewington,TYLER.LEWINGTON,8477343,20-21,NSH,D,R,1994-12-05,25,2013,7,204,2,0.3,0.1,0,0,-0.3,0,0.3,0.1,-0.3,0.1,0,0
Tyler Lewington,TYLER.LEWINGTON,8477343,21-22,BOS,D,R,1994-12-05,26,2013,7,204,2,0,-0.1,0,0,0.1,0,0,-0.1,0,-0.1,0,0
Tyler Motte,TYLER.MOTTE,8477353,16-17,CHI,C,L,1995-03-10,21,2013,4,121,33,-0.7,-2.1,0,-0.6,-0.5,-0.4,-0.7,-2.7,-0.9,-4.3,-0.8,-1.6
Tyler Motte,TYLER.MOTTE,8477353,17-18,CBJ/VAN,C,L,1995-03-10,22,2013,4,121,46,-1.5,0,0,0,0.8,0.6,-1.5,0,1.4,-0.1,0,0
Tyler Motte,TYLER.MOTTE,8477353,18-19,VAN,C,L,1995-03-10,23,2013,4,121,74,-3.1,-2,0,-0.1,1.3,1,-3.1,-2.1,2.3,-2.9,-0.5,-1
Tyler Motte,TYLER.MOTTE,8477353,19-20,VAN,C,L,1995-03-10,24,2013,4,121,34,1.7,-2.1,0,1,0,0.2,1.7,-1.1,0.3,0.8,0.1,0.3
Tyler Motte,TYLER.MOTTE,8477353,20-21,VAN,C,L,1995-03-10,25,2013,4,121,24,2.3,-0.2,0,-0.1,-0.5,0.2,2.3,-0.3,-0.3,1.7,0.3,0.6
Tyler Motte,TYLER.MOTTE,8477353,21-22,VAN,C,L,1995-03-10,26,2013,4,121,40,-0.3,2.8,0,-1.2,-0.7,0.4,-0.3,1.7,-0.3,1.1,0.2,0.4
Tyler Myers,TYLER.MYERS,8474574,09-10,BUF,D,R,1990-02-01,19,2008,1,12,82,7.6,-0.9,0.9,-0.1,2.5,2.6,8.5,-1.1,5.1,12.6,2.3,4.4
Tyler Myers,TYLER.MYERS,8474574,10-11,BUF,D,R,1990-02-01,20,2008,1,12,80,9.2,2.8,1.4,-1,0.5,-0.7,10.6,1.8,-0.2,12.2,2.2,4.2
Tyler Myers,TYLER.MYERS,8474574,11-12,BUF,D,R,1990-02-01,21,2008,1,12,55,4.2,-2.9,0.2,-1.9,-0.1,-0.6,4.4,-4.8,-0.7,-1.1,-0.2,-0.4
Tyler Myers,TYLER.MYERS,8474574,12-13,BUF,D,R,1990-02-01,22,2008,1,12,39,0.7,1.2,-0.2,-0.6,-1.1,0,0.5,0.6,-1,0,0,0
Tyler Myers,TYLER.MYERS,8474574,13-14,BUF,D,R,1990-02-01,23,2008,1,12,62,1.5,1,0.9,-1.3,-1.5,0.7,2.4,-0.3,-0.9,1.2,0.2,0.4
Tyler Myers,TYLER.MYERS,8474574,14-15,BUF/WPG,D,R,1990-02-01,24,2008,1,12,71,1.7,-1.4,0.6,1.3,-1.5,0.4,2.3,-0.1,-1.1,1,0.2,0.4
Tyler Myers,TYLER.MYERS,8474574,15-16,WPG,D,R,1990-02-01,25,2008,1,12,73,8.1,2.3,-2,-2.7,-0.7,0.2,6.1,-0.4,-0.5,5.2,1,1.9
Tyler Myers,TYLER.MYERS,8474574,16-17,WPG,D,R,1990-02-01,26,2008,1,12,11,2.1,0.5,-0.2,0.2,-0.4,0.1,1.9,0.7,-0.3,2.3,0.4,0.8
Tyler Myers,TYLER.MYERS,8474574,17-18,WPG,D,R,1990-02-01,27,2008,1,12,82,-2.5,-2.9,1.7,-1.4,-0.8,0.4,-0.8,-4.3,-0.4,-5.5,-1.1,-2
Tyler Myers,TYLER.MYERS,8474574,18-19,WPG,D,R,1990-02-01,28,2008,1,12,80,6.5,-1.8,0,-3.3,-0.6,-0.8,6.5,-5.1,-1.3,0.1,0,0
Tyler Myers,TYLER.MYERS,8474574,19-20,VAN,D,R,1990-02-01,29,2008,1,12,68,2.4,-2.3,0,-1.1,-0.2,-0.7,2.4,-3.4,-0.9,-1.8,-0.3,-0.6
Tyler Myers,TYLER.MYERS,8474574,20-21,VAN,D,R,1990-02-01,30,2008,1,12,55,3.9,-4,-0.2,-0.1,-1,-0.2,3.7,-4.1,-1.1,-1.5,-0.3,-0.5
Tyler Myers,TYLER.MYERS,8474574,21-22,VAN,D,R,1990-02-01,31,2008,1,12,55,-2.8,0.5,-0.3,-2.4,-0.2,0.4,-3.1,-1.9,0.3,-4.7,-0.8,-1.6
Tyler Pitlick,TYLER.PITLICK,8475752,13-14,EDM,C,R,1991-11-01,21,2010,2,31,10,-0.4,-0.3,0,0,0.2,0,-0.4,-0.3,0.2,-0.5,-0.1,-0.2
Tyler Pitlick,TYLER.PITLICK,8475752,14-15,EDM,C,R,1991-11-01,22,2010,2,31,17,1.1,1.3,0,0,0.2,0.1,1.1,1.3,0.2,2.7,0.5,1
Tyler Pitlick,TYLER.PITLICK,8475752,16-17,EDM,C,R,1991-11-01,24,2010,2,31,31,3.4,0.7,0,0.1,0.2,0,3.4,0.7,0.2,4.3,0.8,1.6
Tyler Pitlick,TYLER.PITLICK,8475752,17-18,DAL,C,R,1991-11-01,25,2010,2,31,80,5.6,-0.6,-0.1,-2.5,0.2,0.6,5.5,-3.1,0.8,3.2,0.6,1.2
Tyler Pitlick,TYLER.PITLICK,8475752,18-19,DAL,C,R,1991-11-01,26,2010,2,31,47,2.2,1.5,0.4,-1,0.9,0,2.6,0.5,0.8,3.9,0.7,1.4
Tyler Pitlick,TYLER.PITLICK,8475752,19-20,PHI,C,R,1991-11-01,27,2010,2,31,63,1.6,1.8,0,0.2,0.6,0.4,1.6,2,1,4.5,0.8,1.6
Tyler Pitlick,TYLER.PITLICK,8475752,20-21,ARI,C,R,1991-11-01,28,2010,2,31,38,0.1,1.6,-1.6,-2.7,-0.1,-0.2,-1.5,-1.1,-0.3,-2.9,-0.5,-1
Tyler Pitlick,TYLER.PITLICK,8475752,21-22,CGY,C,R,1991-11-01,29,2010,2,31,25,-2.1,-0.4,0,0.1,0.5,0.4,-2.2,-0.3,0.9,-1.6,-0.3,-0.5
Tyler Randell,TYLER.RANDELL,8475292,15-16,BOS,R,R,1991-06-15,24,2009,6,175,27,4.8,-0.2,0,0,-0.5,0,4.8,-0.2,-0.5,4,0.8,1.5
Tyler Seguin,TYLER.SEGUIN,8475794,10-11,BOS,C,R,1992-01-31,18,2010,1,2,74,2.6,-2.6,-0.9,0,0.8,-0.3,1.8,-2.5,0.4,-0.3,-0.1,-0.1
Tyler Seguin,TYLER.SEGUIN,8475794,11-12,BOS,C,R,1992-01-31,19,2010,1,2,81,12.7,2.5,0.7,0,1,0.5,13.4,2.5,1.5,17.4,3,5.6
Tyler Seguin,TYLER.SEGUIN,8475794,12-13,BOS,C,R,1992-01-31,20,2010,1,2,48,4.6,1.2,-0.4,0,0.8,-0.4,4.2,1.2,0.4,5.9,1.1,2
Tyler Seguin,TYLER.SEGUIN,8475794,13-14,DAL,C,R,1992-01-31,21,2010,1,2,80,15,0.3,3.7,0,3.1,1.9,18.7,0.3,5,24,4.5,8.5
Tyler Seguin,TYLER.SEGUIN,8475794,14-15,DAL,C,R,1992-01-31,22,2010,1,2,71,15.9,-3.7,4.3,0,1.1,0.5,20.2,-3.7,1.6,18.2,3.5,6.6
Tyler Seguin,TYLER.SEGUIN,8475794,15-16,DAL,C,R,1992-01-31,23,2010,1,2,72,14.1,-0.1,-1.4,0,2.4,-0.1,12.7,-0.1,2.3,14.9,2.9,5.5
Tyler Seguin,TYLER.SEGUIN,8475794,16-17,DAL,C,R,1992-01-31,24,2010,1,2,82,1.7,-4,3.6,0,1.4,-0.3,5.2,-4,1.1,2.3,0.4,0.9
Tyler Seguin,TYLER.SEGUIN,8475794,17-18,DAL,C,R,1992-01-31,25,2010,1,2,82,9.5,-2.8,4.2,0.2,0.8,0.6,13.7,-2.6,1.4,12.5,2.4,4.6
Tyler Seguin,TYLER.SEGUIN,8475794,18-19,DAL,C,R,1992-01-31,26,2010,1,2,82,6.7,-1.7,2.3,-0.2,1.9,-0.4,9.1,-1.8,1.5,8.8,1.6,3.1
Tyler Seguin,TYLER.SEGUIN,8475794,19-20,DAL,C,R,1992-01-31,27,2010,1,2,69,1.5,-3.3,-2,1.2,1,-0.3,-0.5,-2.1,0.8,-1.8,-0.3,-0.6
Tyler Seguin,TYLER.SEGUIN,8475794,20-21,DAL,C,R,1992-01-31,28,2010,1,2,3,0.4,0.3,0,0,0.1,-0.1,0.4,0.3,0,0.7,0.1,0.2
Tyler Seguin,TYLER.SEGUIN,8475794,21-22,DAL,C,R,1992-01-31,29,2010,1,2,52,4.5,-3.3,1.1,-0.2,0.1,-0.1,5.7,-3.5,0.1,2.2,0.4,0.8
Tyler Sloan,TYLER.SLOAN,8468846,08-09,WSH,D,L,1981-03-15,27,1999,NA,NA,26,2,0,0,-0.8,0.1,0.1,2,-0.8,0.2,1.4,0.3,0.5
Tyler Sloan,TYLER.SLOAN,8468846,09-10,WSH,D,L,1981-03-15,28,1999,NA,NA,40,-0.8,-1.8,0,-0.5,0.3,0.1,-0.8,-2.3,0.3,-2.8,-0.5,-1
Tyler Sloan,TYLER.SLOAN,8468846,10-11,WSH,D,L,1981-03-15,29,1999,NA,NA,32,-1.8,-1,0,-0.2,-0.1,0.3,-1.8,-1.2,0.2,-2.8,-0.5,-0.9
Tyler Toffoli,TYLER.TOFFOLI,8475726,12-13,L.A,C,R,1992-04-24,20,2010,2,47,10,0,-0.7,0.4,0,0.1,-0.3,0.4,-0.7,-0.2,-0.5,-0.1,-0.2
Tyler Toffoli,TYLER.TOFFOLI,8475726,13-14,L.A,C,R,1992-04-24,21,2010,2,47,62,7,2.5,-0.3,0.1,1.1,-0.2,6.7,2.6,0.9,10.2,1.9,3.6
Tyler Toffoli,TYLER.TOFFOLI,8475726,14-15,L.A,C,R,1992-04-24,22,2010,2,47,76,6.9,1,1.6,1.4,0.8,-0.5,8.5,2.4,0.3,11.1,2.1,4
Tyler Toffoli,TYLER.TOFFOLI,8475726,15-16,L.A,C,R,1992-04-24,23,2010,2,47,82,10.9,2.5,5.4,0.3,1.7,-1.5,16.3,2.8,0.2,19.3,3.7,7.2
Tyler Toffoli,TYLER.TOFFOLI,8475726,16-17,L.A,C,R,1992-04-24,24,2010,2,47,63,2.7,1.3,1.4,0.1,0.4,-0.8,4.1,1.4,-0.5,5,0.9,1.8
Tyler Toffoli,TYLER.TOFFOLI,8475726,17-18,L.A,C,R,1992-04-24,25,2010,2,47,82,3.6,-3.6,2.5,-0.5,1.8,0.4,6.1,-4.1,2.2,4.2,0.8,1.6
Tyler Toffoli,TYLER.TOFFOLI,8475726,18-19,L.A,C,R,1992-04-24,26,2010,2,47,82,-0.1,3.8,-0.6,-0.1,1.6,-0.2,-0.8,3.6,1.4,4.3,0.8,1.5
Tyler Toffoli,TYLER.TOFFOLI,8475726,19-20,L.A/VAN,C,R,1992-04-24,27,2010,2,47,68,10.1,1.1,3,-0.3,0.7,-0.3,13.1,0.8,0.4,14.3,2.5,4.9
Tyler Toffoli,TYLER.TOFFOLI,8475726,20-21,MTL,C,R,1992-04-24,28,2010,2,47,52,8.5,-0.9,3.7,0.4,0,-0.7,12.1,-0.4,-0.7,11,2,3.7
Tyler Toffoli,TYLER.TOFFOLI,8475726,21-22,CGY/MTL,R/C,R,1992-04-24,29,2010,2,47,43,-1.5,-0.1,2.1,0.3,1.5,-0.4,0.6,0.2,1,1.9,0.3,0.6
