"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Ryan Spooner","RYAN.SPOONER","8475727","17-18","BOS/NYR","C","L",1992-01-30,25,2010,2,45,59,902.22,62.55,53.63,52.93,55.21,54.93,3.92,2.34,35.7,30.87,48.19,42.85,64.75,52.53,3.21,2.64,1.57,4.83,5.34,12.23,0.58,10.97,92.41
"Ryan Spooner","RYAN.SPOONER","8475727","18-19","EDM/NYR/VAN","C","L",1992-01-30,26,2010,2,45,52,594.12,39.94,47.47,48.45,49.67,48.97,1.53,2.3,28.24,31.24,40.69,43.3,56.48,57.22,2.23,2.33,-0.77,-3.01,-2.6,-0.74,-0.09,5.41,92.64
"Ryan Sproul","RYAN.SPROUL","8476450","13-14","DET","D","R",1993-01-13,20,2011,2,55,1,18.42,0,72.14,86.67,84.67,90.82,0,0,22.77,8.79,56.55,8.7,78.47,14.2,2.9,0.29,0,13.97,47.85,64.27,2.61,0,100
"Ryan Sproul","RYAN.SPROUL","8476450","16-17","DET","D","R",1993-01-13,23,2011,2,55,27,408.98,45.31,50.01,51.03,50.59,48.59,2.14,2.58,28.84,28.83,39.86,38.26,51.14,49.94,2.5,2.64,-0.44,0.01,1.6,1.2,-0.15,7.42,91.04
"Ryan Sproul","RYAN.SPROUL","8476450","17-18","NYR","D","R",1993-01-13,24,2011,2,55,16,261.93,40.73,43.76,45.64,46.82,44.65,2.5,3.63,26.84,34.49,39.72,47.32,54.77,62.22,2.49,3.09,-1.14,-7.65,-7.6,-7.45,-0.6,9.3,89.47
"Ryan Stanton","RYAN.STANTON","8475598","12-13","CHI","D","L",1989-07-20,23,2007,NA,NA,1,17.08,100,56.54,60.78,57.16,68.5,3.55,0,29.47,22.66,52.8,34.07,71.94,53.92,3.06,1.41,3.55,6.81,18.72,18.02,1.65,12.04,100
"Ryan Stanton","RYAN.STANTON","8475598","13-14","VAN","D","L",1989-07-20,24,2007,NA,NA,64,941.57,50.42,52.5,52.83,51.14,48.8,2.47,2.43,29.51,26.69,41.59,37.13,55.03,52.56,2.15,2.25,0.04,2.81,4.45,2.46,-0.11,8.38,90.89
"Ryan Stanton","RYAN.STANTON","8475598","14-15","VAN","D","L",1989-07-20,25,2007,NA,NA,54,864.28,53.39,45.13,44.78,42.99,39.54,2.39,2.09,26.52,32.25,36.87,45.47,47.74,63.31,2.08,3.17,0.3,-5.73,-8.6,-15.57,-1.1,9.02,93.53
"Ryan Stanton","RYAN.STANTON","8475598","15-16","WSH","D","L",1989-07-20,26,2007,NA,NA,1,8.68,36.05,43.43,40.7,47.72,37.24,7.33,13,39.06,50.88,39.33,57.3,62.9,68.92,3.73,6.29,-5.67,-11.82,-17.97,-6.01,-2.56,18.76,74.46
"Ryan Stoa","RYAN.STOA","8471708","09-10","COL","C","L",1987-04-13,22,2005,2,34,12,132.82,35.92,50.63,49.41,48.99,59.37,1.3,2.31,33.14,32.31,43.9,44.95,55,57.27,3.58,2.45,-1.02,0.83,-1.05,-2.27,1.13,3.91,92.84
"Ryan Stoa","RYAN.STOA","8471708","10-11","COL","C","L",1987-04-13,23,2005,2,34,25,333.55,50.08,51.35,50.94,50.33,58.26,2.82,2.81,32.39,30.69,44.92,43.26,57.71,56.95,3.46,2.48,0.01,1.7,1.66,0.76,0.98,8.71,90.84
"Ryan Stoa","RYAN.STOA","8471708","13-14","WSH","C","L",1987-04-13,26,2005,2,34,3,27.25,0,43.72,48.91,38.22,39.6,0,2.18,16.47,21.2,27.15,28.36,35.34,57.12,0.88,1.34,-2.18,-4.73,-1.21,-21.78,-0.46,0,89.72
"Ryan Stone","RYAN.STONE","8470625","07-08","PIT","C","L",1985-03-20,22,2003,2,32,6,38.5,34.49,32.43,32.17,34.71,22.74,1.54,2.93,20.04,41.77,28.01,59.05,41.53,78.12,1.06,3.6,-1.39,-21.72,-31.04,-36.59,-2.54,7.7,92.99
"Ryan Stone","RYAN.STONE","8470625","08-09","PIT","C","L",1985-03-20,23,2003,2,32,2,20.67,100,51.91,46.32,46.65,54.05,3.11,0,28.36,26.27,33.44,38.75,45.34,51.84,2.32,1.97,3.11,2.09,-5.31,-6.5,0.35,10.95,100
"Ryan Stone","RYAN.STONE","8470625","09-10","EDM","C","L",1985-03-20,24,2003,2,32,27,293.38,47.41,49.52,50,50.07,52.3,3.25,3.61,28.03,28.58,41.05,41.06,55.83,55.67,2.68,2.44,-0.36,-0.54,-0.01,0.16,0.24,11.6,87.38
"Ryan Strome","RYAN.STROME","8476458","13-14","NYI","C","R",1993-07-11,20,2011,1,5,37,562,62.04,58.73,57.4,58.31,60.2,3.34,2.05,35.98,25.29,48.85,36.25,66.49,47.53,3.72,2.46,1.3,10.69,12.59,18.96,1.26,9.29,91.91
"Ryan Strome","RYAN.STROME","8476458","14-15","NYI","C","R",1993-07-11,21,2011,1,5,81,1247.23,62.27,60.22,59.18,57.33,60.92,4.26,2.58,38.95,25.73,51.86,35.77,68.7,51.14,4.01,2.57,1.68,13.22,16.09,17.56,1.44,10.94,89.96
"Ryan Strome","RYAN.STROME","8476458","15-16","NYI","C","R",1993-07-11,22,2011,1,5,71,1111.7,47.78,52.13,53.42,52.67,53.49,2.67,2.91,32.55,29.89,45.8,39.93,61.21,55.01,3.15,2.74,-0.25,2.66,5.87,6.21,0.41,8.19,90.25
"Ryan Strome","RYAN.STROME","8476458","16-17","NYI","C","R",1993-07-11,23,2011,1,5,69,1007.93,55.51,54.69,54.02,54.34,58.37,2.78,2.23,33.19,27.5,45.88,39.05,62.03,52.12,3.41,2.43,0.55,5.69,6.83,9.91,0.98,8.39,91.88
"Ryan Strome","RYAN.STROME","8476458","17-18","EDM","C","R",1993-07-11,24,2011,1,5,82,1248.05,49.88,52.7,53.17,53.15,53.31,2.34,2.35,33,29.62,45.96,40.48,61.93,54.59,2.93,2.57,-0.01,3.38,5.48,7.34,0.36,7.1,92.05
"Ryan Strome","RYAN.STROME","8476458","18-19","EDM/NYR","C","R",1993-07-11,25,2011,1,5,81,1261.21,46.82,46.56,45.63,46.45,44.6,2.59,2.94,28.2,32.36,37.72,44.95,51.42,59.29,2.66,3.3,-0.35,-4.16,-7.23,-7.87,-0.64,9.19,90.9
"Ryan Strome","RYAN.STROME","8476458","19-20","NYR","C","R",1993-07-11,26,2011,1,5,70,1370.53,59.84,51.21,50.04,49.62,50.9,4.44,2.98,35.08,33.42,47.71,47.63,60.26,61.18,3.84,3.7,1.46,1.66,0.07,-0.92,0.14,12.67,91.08
"Ryan Strome","RYAN.STROME","8476458","20-21","NYR","C","R",1993-07-11,27,2011,1,5,56,1022.83,61.91,55.6,55.59,55.59,60.56,4.61,2.84,34.58,27.61,48.07,38.4,62.92,50.26,3.92,2.56,1.77,6.96,9.67,12.66,1.37,13.34,89.72
"Ryan Strome","RYAN.STROME","8476458","21-22","NYR","C","R",1993-07-11,28,2011,1,5,49,901.43,64.07,54.44,55.56,55.41,59.19,4.53,2.54,35.48,29.69,51.18,40.94,66.92,53.85,4.01,2.77,1.99,5.79,10.24,13.07,1.25,12.77,91.45
"Ryan Suter","RYAN.SUTER","8470600","07-08","NSH","D","L",1985-01-21,22,2003,1,7,76,1564.23,53.39,53.35,54.6,54.97,54.14,2.79,2.44,31.71,27.72,43.34,36.03,55.47,45.45,2.84,2.4,0.35,3.99,7.31,10.02,0.43,8.8,91.21
"Ryan Suter","RYAN.SUTER","8470600","08-09","NSH","D","L",1985-01-21,23,2003,1,7,82,1989.47,49.4,54.71,54.61,54.62,50.4,2.64,2.7,31.38,25.98,43.29,35.98,54.94,45.64,2.69,2.64,-0.06,5.4,7.31,9.3,0.04,8.41,89.6
"Ryan Suter","RYAN.SUTER","8470600","09-10","NSH","D","L",1985-01-21,24,2003,1,7,82,1966.03,53.92,53.57,55.07,55.03,53.12,3.15,2.69,32.94,28.55,46.16,37.67,59.59,48.7,2.89,2.55,0.46,4.39,8.5,10.89,0.34,9.56,90.57
"Ryan Suter","RYAN.SUTER","8470600","10-11","NSH","D","L",1985-01-21,25,2003,1,7,70,1762.38,62.73,53.98,53.77,54.81,59.25,3.12,1.85,31.87,27.17,43.01,36.98,57.51,47.42,3.18,2.18,1.27,4.7,6.03,10.08,0.99,9.79,93.18
"Ryan Suter","RYAN.SUTER","8470600","11-12","NSH","D","L",1985-01-21,26,2003,1,7,79,2093.92,60.98,50.96,49.97,49.71,52.95,3.35,2.14,29.58,28.46,39.83,39.87,51.74,52.34,2.72,2.42,1.21,1.12,-0.04,-0.6,0.3,11.32,92.47
"Ryan Suter","RYAN.SUTER","8470600","12-13","MIN","D","L",1985-01-21,27,2003,1,7,48,1309.13,53.95,53.68,52.76,52.83,57.15,2.91,2.48,30.92,26.68,41.51,37.17,54.45,48.62,2.96,2.22,0.43,4.24,4.34,5.83,0.74,9.41,90.69
"Ryan Suter","RYAN.SUTER","8470600","13-14","MIN","D","L",1985-01-21,28,2003,1,7,82,2411.95,57.39,50.96,51,50.9,54.15,2.75,2.04,27.88,26.84,39.26,37.72,51.62,49.78,2.6,2.2,0.71,1.05,1.54,1.83,0.4,9.88,92.38
"Ryan Suter","RYAN.SUTER","8470600","14-15","MIN","D","L",1985-01-21,29,2003,1,7,77,2236.8,53.5,55.78,55.14,54.16,59.5,2.69,2.34,33.19,26.31,45.74,37.21,59.82,50.62,3.07,2.09,0.35,6.88,8.52,9.19,0.98,8.1,91.12
"Ryan Suter","RYAN.SUTER","8470600","15-16","MIN","D","L",1985-01-21,30,2003,1,7,82,2344.62,55.85,54.33,53.09,52.54,57.06,3.1,2.45,31.75,26.69,43.2,38.18,57.63,52.05,3.03,2.28,0.65,5.06,5.02,5.58,0.75,9.75,90.83
"Ryan Suter","RYAN.SUTER","8470600","16-17","MIN","D","L",1985-01-21,31,2003,1,7,82,2207.78,60.47,52.41,51.54,51.6,58.23,3.47,2.27,31.9,28.97,43.29,40.7,57.53,53.96,3.21,2.3,1.2,2.93,2.59,3.57,0.91,10.88,92.17
"Ryan Suter","RYAN.SUTER","8470600","17-18","MIN","D","L",1985-01-21,32,2003,1,7,78,2088.63,51.5,51.18,50.75,50.19,56.42,3.19,3.01,33.46,31.92,45,43.67,58.48,58.03,3.29,2.54,0.19,1.54,1.33,0.45,0.75,9.54,90.58
"Ryan Suter","RYAN.SUTER","8470600","18-19","MIN","D","L",1985-01-21,33,2003,1,7,82,2188.75,48.35,50.84,50.61,50.95,52.32,3.03,3.24,32.81,31.72,45.59,44.5,60.73,58.47,3.16,2.88,-0.21,1.09,1.09,2.26,0.28,9.24,89.79
"Ryan Suter","RYAN.SUTER","8470600","19-20","MIN","D","L",1985-01-21,34,2003,1,7,69,1700.15,49.04,47.63,48.72,50.1,51.29,3.57,3.71,30.46,33.49,42.56,44.8,57.36,57.14,2.9,2.75,-0.14,-3.03,-2.24,0.22,0.15,11.72,88.93
"Ryan Suter","RYAN.SUTER","8470600","20-21","MIN","D","L",1985-01-21,35,2003,1,7,56,1242.28,54.77,48.35,49.16,48.75,52,3.27,2.7,29.45,31.46,41.55,42.96,54.04,56.8,2.69,2.49,0.57,-2.01,-1.42,-2.76,0.21,11.1,91.42
"Ryan Suter","RYAN.SUTER","8470600","21-22","DAL","D","L",1985-01-21,36,2003,1,7,52,1207.45,53.29,51.84,52.37,53.39,56.46,2.89,2.53,31.59,29.34,44.09,40.1,59.92,52.31,3.27,2.52,0.36,2.25,3.99,7.61,0.75,9.15,91.36
"Ryan Thang","RYAN.THANG","8474143","11-12","NSH","R","R",1987-05-11,24,2007,3,81,1,8.53,0,52.33,42.57,53.06,73.33,0,0,14.98,13.65,15.12,20.4,23.14,20.47,1.55,0.56,0,1.34,-5.28,2.67,0.98,0,100
"Ryan Vesce","RYAN.VESCE","8472215","08-09","S.J","R","R",1982-04-07,26,2000,NA,NA,10,97.47,39.67,42.75,42.29,42.13,32.5,1.19,1.82,24.94,33.4,29.28,39.95,40.95,56.26,1.29,2.67,-0.62,-8.46,-10.67,-15.31,-1.39,4.79,94.56
"Ryan Vesce","RYAN.VESCE","8472215","09-10","S.J","R","R",1982-04-07,27,2000,NA,NA,9,98.57,48.64,57.11,55.39,55.36,58.11,4.36,4.61,34.38,25.82,43.91,35.36,57.41,46.29,3.18,2.29,-0.24,8.56,8.55,11.11,0.89,12.69,82.15
"Ryan White","RYAN.WHITE","8473466","09-10","MTL","C","R",1988-03-17,21,2006,3,66,16,178.42,10.54,31.11,34.59,33.84,36.4,0.32,2.68,15.76,34.9,25.86,48.89,37.34,73,1.35,2.35,-2.37,-19.14,-23.03,-35.67,-1.01,2.01,92.31
"Ryan White","RYAN.WHITE","8473466","10-11","MTL","C","R",1988-03-17,22,2006,3,66,27,240.88,59.46,52.04,50.8,51.5,47.94,3.03,2.06,30.97,28.55,39.5,38.25,55.63,52.39,2.05,2.23,0.96,2.42,1.25,3.24,-0.18,9.78,92.77
"Ryan White","RYAN.WHITE","8473466","11-12","MTL","C","R",1988-03-17,23,2006,3,66,20,290.33,20.35,36.91,37.42,38.51,38.72,0.84,3.28,21.51,36.77,29.45,49.25,42.15,67.31,1.67,2.64,-2.44,-15.26,-19.8,-25.16,-0.97,3.9,91.07
"Ryan White","RYAN.WHITE","8473466","12-13","MTL","C","R",1988-03-17,24,2006,3,66,26,244.85,35.36,40.33,43.88,45.04,44.5,1.2,2.19,17.4,25.75,28.46,36.4,43.17,52.69,1.53,1.9,-0.99,-8.35,-7.94,-9.52,-0.38,6.89,91.49
"Ryan White","RYAN.WHITE","8473466","13-14","MTL","C","R",1988-03-17,25,2006,3,66,52,503.72,28.51,39.02,36.09,32.52,29.28,1.32,3.3,20.7,32.34,27.63,48.92,35.38,73.43,1.35,3.27,-1.98,-11.64,-21.29,-38.04,-1.92,6.35,89.81
"Ryan White","RYAN.WHITE","8473466","14-15","PHI","C","R",1988-03-17,26,2006,3,66,34,398.58,58.96,51.75,51.79,51.56,56.66,2.65,1.84,28.66,26.72,39.61,36.88,55.39,52.03,2.11,1.62,0.81,1.94,2.73,3.35,0.5,9.25,93.1
"Ryan White","RYAN.WHITE","8473466","15-16","PHI","C","R",1988-03-17,27,2006,3,66,73,917.17,40.24,45.73,46.66,45.96,44.42,1.98,2.94,25.9,30.74,36.64,41.89,51.1,60.08,2.28,2.85,-0.96,-4.84,-5.25,-8.98,-0.57,7.65,90.43
"Ryan White","RYAN.WHITE","8473466","16-17","ARI/MIN","C","R",1988-03-17,28,2006,3,66,65,692.76,34.71,45.78,43.77,44.27,38.47,1.8,3.38,26.94,31.9,36.63,47.04,48.5,61.06,1.67,2.67,-1.58,-4.97,-10.42,-12.56,-1,6.66,89.42
"Ryan Whitney","RYAN.WHITNEY","8470309","07-08","PIT","D","L",1983-02-19,24,2002,1,5,76,1706.83,57.4,51.27,50.47,50.41,56.64,3.59,2.66,30.61,29.09,42.12,41.33,55.01,54.1,3.01,2.3,0.93,1.52,0.79,0.9,0.7,11.73,90.84
"Ryan Whitney","RYAN.WHITNEY","8470309","08-09","ANA/PIT","D","L",1983-02-19,25,2002,1,5,48,1145.55,49.54,50.23,50.66,50.4,53.91,2.87,2.92,28.78,28.52,41.32,40.24,53.02,52.17,2.91,2.49,-0.05,0.27,1.08,0.85,0.42,9.97,89.75
"Ryan Whitney","RYAN.WHITNEY","8470309","09-10","ANA/EDM","D","L",1983-02-19,26,2002,1,5,81,2004.95,54.11,49.84,48.71,49,49.43,3.52,2.98,31.16,31.36,42.69,44.95,54.87,57.12,2.93,3,0.53,-0.21,-2.25,-2.25,-0.07,11.29,90.49
"Ryan Whitney","RYAN.WHITNEY","8470309","10-11","EDM","D","L",1983-02-19,27,2002,1,5,35,886.83,56.58,43.65,44.3,45.42,45.11,3.64,2.79,26.76,34.54,37.26,46.84,50.47,60.66,2.87,3.49,0.85,-7.79,-9.58,-10.19,-0.62,13.6,91.92
"Ryan Whitney","RYAN.WHITNEY","8470309","11-12","EDM","D","L",1983-02-19,28,2002,1,5,51,1069.12,45.57,46.39,47.68,46.22,46.87,2.27,2.71,26.66,30.81,38.56,42.31,50.53,58.79,2.69,3.05,-0.44,-4.15,-3.75,-8.26,-0.36,8.51,91.2
"Ryan Whitney","RYAN.WHITNEY","8470309","12-13","EDM","D","L",1983-02-19,29,2002,1,5,34,628.23,49.55,43.86,43.1,43.56,45.07,2.76,2.81,25.7,32.89,35.13,46.38,47.07,61,2.49,3.04,-0.05,-7.2,-11.25,-13.92,-0.55,10.75,91.45
"Ryan Whitney","RYAN.WHITNEY","8470309","13-14","FLA","D","L",1983-02-19,30,2002,1,5,7,117.23,18.53,45.15,42.24,42.79,40.87,1.03,4.54,22.21,26.98,29.55,40.41,42.76,57.17,1.79,2.58,-3.51,-4.77,-10.86,-14.41,-0.8,4.65,83.16
"Ryan Wilson","RYAN.WILSON","8473700","09-10","COL","D","L",1987-02-03,22,2005,NA,NA,61,992.5,52.91,43.3,43.48,42.46,47.78,2.4,2.14,24.97,32.69,33.8,43.94,43.65,59.16,2.18,2.39,0.26,-7.72,-10.14,-15.51,-0.2,9.61,93.47
"Ryan Wilson","RYAN.WILSON","8473700","10-11","COL","D","L",1987-02-03,23,2005,NA,NA,67,1327,38.62,43.46,41.48,41.35,43.54,2.3,3.66,26,33.83,33.48,47.23,44.18,62.65,2.23,2.89,-1.36,-7.82,-13.75,-18.48,-0.66,8.85,89.19
"Ryan Wilson","RYAN.WILSON","8473700","11-12","COL","D","L",1987-02-03,24,2005,NA,NA,59,1105.32,56.63,52.11,51.78,51.99,51.6,2.76,2.11,31.12,28.6,41.68,38.81,56.96,52.59,2.48,2.32,0.65,2.52,2.86,4.37,0.15,8.86,92.62
"Ryan Wilson","RYAN.WILSON","8473700","12-13","COL","D","L",1987-02-03,25,2005,NA,NA,12,222.03,42.95,51.06,45.57,44.02,37,2.39,3.18,32.92,31.55,40.95,48.9,51.62,65.64,2.04,3.47,-0.79,1.36,-7.96,-14.02,-1.43,7.27,89.92
"Ryan Wilson","RYAN.WILSON","8473700","13-14","COL","D","L",1987-02-03,26,2005,NA,NA,28,410.67,50.35,44.58,43.23,43.27,40.44,3.12,3.07,27.82,34.59,36.94,48.52,48.77,63.96,2.15,3.17,0.04,-6.76,-11.58,-15.18,-1.02,11.21,91.11
"Ryan Wilson","RYAN.WILSON","8473700","14-15","COL","D","L",1987-02-03,27,2005,NA,NA,3,33.62,0,41.66,42.57,41.32,22.18,0,5.69,23.13,32.39,31.11,41.96,40.57,57.61,1.12,3.94,-5.69,-9.26,-10.85,-17.04,-2.82,0,82.42
"Ryane Clowe","RYANE.CLOWE","8469622","07-08","S.J","L","L",1982-09-30,24,2001,6,175,15,214.27,62.67,62.78,61.75,62.15,63.92,3.67,2.19,31.06,18.42,44.16,27.36,60.81,37.04,3.18,1.79,1.48,12.64,16.8,23.77,1.38,11.82,88.13
"Ryane Clowe","RYANE.CLOWE","8469622","08-09","S.J","L","L",1982-09-30,25,2001,6,175,71,1262.32,66.74,63.22,62.9,62.21,63.12,3.71,1.85,39.34,22.89,53.66,31.65,70.53,42.85,3.69,2.16,1.86,16.45,22.01,27.68,1.54,9.44,91.91
"Ryane Clowe","RYANE.CLOWE","8469622","09-10","S.J","L","L",1982-09-30,26,2001,6,175,81,1389.13,57.82,56.35,57.25,57.79,59.09,3.32,2.42,36.91,28.59,52.46,39.18,70.41,51.44,3.54,2.45,0.9,8.32,13.28,18.97,1.09,8.99,91.54
"Ryane Clowe","RYANE.CLOWE","8469622","10-11","S.J","L","L",1982-09-30,27,2001,6,175,75,1347.08,63.12,62.57,62.39,62.48,66.7,3.37,1.97,40.77,24.39,56.47,34.04,76.25,45.79,4.14,2.07,1.4,16.38,22.43,30.47,2.07,8.26,91.93
"Ryane Clowe","RYANE.CLOWE","8469622","11-12","S.J","L","L",1982-09-30,28,2001,6,175,76,1357.82,55.99,59.28,58.99,57.64,60.64,2.92,2.29,37.59,25.83,51.15,35.56,68.78,50.55,3.33,2.16,0.62,11.77,15.59,18.22,1.17,7.76,91.12
"Ryane Clowe","RYANE.CLOWE","8469622","12-13","NYR/S.J","L","L",1982-09-30,29,2001,6,175,40,665.32,58.66,58.13,58.6,58.29,60.5,2.77,1.95,34.11,24.57,47.26,33.39,65.11,46.6,3.26,2.13,0.82,9.54,13.87,18.51,1.13,8.12,92.05
"Ryane Clowe","RYANE.CLOWE","8469622","13-14","N.J","L","L",1982-09-30,30,2001,6,175,43,693.57,49.91,55.47,57.04,57.32,60.27,3.04,3.05,31.45,25.25,43.77,32.96,57.74,42.99,3.16,2.08,-0.01,6.2,10.81,14.75,1.08,9.67,87.92
"Ryane Clowe","RYANE.CLOWE","8469622","14-15","N.J","L","L",1982-09-30,31,2001,6,175,13,203.73,52.85,46.24,49.41,52.92,47.9,2.62,2.34,28.05,32.61,39.02,39.96,51.82,46.11,2.28,2.48,0.28,-4.56,-0.93,5.72,-0.2,9.34,92.83
"Saku Koivu","SAKU.KOIVU","8459442","07-08","MTL","C","L",1974-11-23,32,1993,1,21,77,1394.52,60.02,52.75,53.62,53.71,55.9,3.75,2.5,33,29.56,46.57,40.28,63.67,54.87,3.4,2.68,1.25,3.44,6.29,8.8,0.72,11.38,91.54
"Saku Koivu","SAKU.KOIVU","8459442","08-09","MTL","C","L",1974-11-23,33,1993,1,21,65,1108.7,60.25,52.26,53.96,55.1,56.16,4.27,2.82,33.44,30.55,47.72,40.72,66.6,54.26,3.76,2.94,1.45,2.89,7,12.34,0.83,12.78,90.77
"Saku Koivu","SAKU.KOIVU","8459442","09-10","ANA","C","L",1974-11-23,34,1993,1,21,71,1319.05,58.64,50.58,50.97,52.23,50.03,3.54,2.5,33.41,32.65,45.74,44,58.51,53.52,3.11,3.1,1.04,0.76,1.74,4.99,0,10.61,92.34
"Saku Koivu","SAKU.KOIVU","8459442","10-11","ANA","C","L",1974-11-23,35,1993,1,21,75,1435.2,52.43,47.12,45.74,45.03,45.71,3.23,2.93,29.38,32.97,39.79,47.2,51.47,62.82,2.8,3.33,0.3,-3.59,-7.42,-11.35,-0.53,10.98,91.12
"Saku Koivu","SAKU.KOIVU","8459442","11-12","ANA","C","L",1974-11-23,36,1993,1,21,74,1341.3,51.09,50.54,51.28,50.57,50.05,3.06,2.93,29.03,28.41,42.05,39.95,55.04,53.8,2.96,2.95,0.13,0.62,2.09,1.24,0.01,10.54,89.69
"Saku Koivu","SAKU.KOIVU","8459442","12-13","ANA","C","L",1974-11-23,37,1993,1,21,47,827.22,51.17,51.29,49.33,49.45,49.22,2.36,2.26,28.19,26.76,37.66,38.69,51.56,52.7,2.67,2.75,0.11,1.42,-1.03,-1.14,-0.08,8.38,91.57
"Saku Koivu","SAKU.KOIVU","8459442","13-14","ANA","C","L",1974-11-23,38,1993,1,21,65,978.15,43.61,44.18,43.35,43.21,41.04,2.42,3.14,25.48,32.19,35.98,47.01,48.53,63.78,2.17,3.11,-0.71,-6.71,-11.03,-15.26,-0.95,9.52,90.26
"Saku Maenalanen","SAKU.MAENALANEN","8477357","18-19","CAR","R","L",1994-05-29,24,2013,5,125,34,320.65,48.52,46.57,47.17,49.13,46.44,2.45,2.6,27.4,31.44,39.16,43.87,53.99,55.9,2.42,2.79,-0.15,-4.04,-4.71,-1.91,-0.37,8.95,91.72
"Sam Bennett","SAM.BENNETT","8477935","14-15","CGY","C","L",1996-06-20,18,2014,1,4,1,16,34.87,62.41,65.7,63.25,60.33,3.98,7.42,25.65,15.45,29.59,15.45,40.09,23.29,2.74,1.8,-3.45,10.2,14.14,16.8,0.94,15.5,51.94
"Sam Bennett","SAM.BENNETT","8477935","15-16","CGY","C","L",1996-06-20,19,2014,1,4,77,1165.42,50.87,52.86,52.46,53.22,54.35,2.75,2.66,30.44,27.15,42.08,38.14,59.29,52.11,2.82,2.37,0.09,3.29,3.94,7.18,0.45,9.04,90.21
"Sam Bennett","SAM.BENNETT","8477935","16-17","CGY","C","L",1996-06-20,20,2014,1,4,81,1213.98,43.79,48.05,48.67,48.95,47.21,2.08,2.67,25.85,27.95,36.68,38.69,49.84,51.99,2.03,2.27,-0.59,-2.1,-2.01,-2.15,-0.24,8.06,90.43
"Sam Bennett","SAM.BENNETT","8477935","17-18","CGY","C","L",1996-06-20,21,2014,1,4,82,1180.27,39.93,51.12,52.52,53.05,51.21,1.9,2.86,32.4,30.98,47.46,42.9,64.42,57.02,2.98,2.84,-0.96,1.42,4.56,7.41,0.14,5.88,90.76
"Sam Bennett","SAM.BENNETT","8477935","18-19","CGY","C","L",1996-06-20,22,2014,1,4,71,943.58,50.76,55.33,55.15,56.29,57.12,2.81,2.73,33.75,27.25,47.4,38.55,65.03,50.51,3.05,2.29,0.08,6.5,8.85,14.53,0.76,8.33,89.99
"Sam Bennett","SAM.BENNETT","8477935","19-20","CGY","C","L",1996-06-20,23,2014,1,4,52,650.58,49.46,49.72,50.83,51.81,56.49,1.82,1.86,30.68,31.02,43.41,41.99,59.12,54.99,3.02,2.32,-0.04,-0.35,1.42,4.12,0.69,5.93,94.01
"Sam Bennett","SAM.BENNETT","8477935","20-21","CGY/FLA","C","L",1996-06-20,24,2014,1,4,48,691.78,51.11,52.95,53.97,53.85,53.68,3.21,3.07,33.46,29.73,45.88,39.13,59.41,50.92,3.08,2.66,0.14,3.73,6.75,8.49,0.42,9.6,89.67
"Sam Bennett","SAM.BENNETT","8477935","21-22","FLA","C","L",1996-06-20,25,2014,1,4,43,740.55,64.75,58.01,59.66,61.04,60.96,4.53,2.46,39.07,28.28,52.02,35.18,69.61,44.43,4.26,2.73,2.06,10.79,16.84,25.19,1.53,11.59,91.28
"Sam Carrick","SAM.CARRICK","8475842","14-15","TOR","C","R",1992-02-04,22,2010,5,144,16,103.75,57.57,44.04,42.2,43.63,40.67,1.67,1.23,24.75,31.45,34.76,47.61,45.76,59.12,1.75,2.56,0.44,-6.7,-12.85,-13.35,-0.8,6.75,96.08
"Sam Carrick","SAM.CARRICK","8475842","15-16","TOR","C","R",1992-02-04,23,2010,5,144,3,34.4,0,36.48,34.47,31.79,29.52,0,3.59,21.54,37.5,27.94,53.13,31.1,66.73,1.17,2.79,-3.59,-15.96,-25.19,-35.63,-1.62,0,90.42
"Sam Carrick","SAM.CARRICK","8475842","18-19","ANA","C","R",1992-02-04,26,2010,5,144,6,61.32,34.19,39.05,39,41,33.64,1.05,2.02,22.18,34.62,29.79,46.6,41.83,60.19,1.76,3.47,-0.97,-12.44,-16.81,-18.36,-1.71,4.72,94.18
"Sam Carrick","SAM.CARRICK","8475842","19-20","ANA","C","R",1992-02-04,27,2010,5,144,9,123.9,43.09,57.73,57.11,55.15,53.01,2.87,3.79,31.19,22.83,43.45,32.63,55.71,45.32,2.3,2.04,-0.92,8.35,10.82,10.4,0.26,9.19,83.41
"Sam Carrick","SAM.CARRICK","8475842","20-21","ANA","C","R",1992-02-04,28,2010,5,144,13,167.98,64.96,48.54,47.75,50.01,48.98,3.27,1.76,27.97,29.65,38.34,41.96,52.87,52.84,2.41,2.51,1.51,-1.69,-3.62,0.03,-0.1,11.7,94.05
"Sam Carrick","SAM.CARRICK","8475842","21-22","ANA","C","R",1992-02-04,29,2010,5,144,42,473.65,48.13,47.99,48.09,47.49,47.04,2.18,2.35,29.65,32.13,39.98,43.16,52.98,58.59,2.37,2.66,-0.17,-2.48,-3.18,-5.61,-0.3,7.35,92.69
