Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,xEVO_GAR/60,xEVD_GAR/60,xPPO_GAR/60,xSHD_GAR/60,xTake_GAR/60,xDraw_GAR/60,xOff_GAR/60,xDef_GAR/60,xPens_GAR/60,xGAR/60,xWAR/60,xSPAR/60
Tarmo Reunanen,TARMO.REUNANEN,8479462,20-21,NYR,D,L,1998-03-01,22,2016,4,98,4,-0.2,0.236,0,0,0.126,-0.058,-0.2,0.236,0.067,0.103,0.019,0.034
Taro Hirose,TARO.HIROSE,8481433,18-19,DET,L,L,1996-06-30,22,2014,NA,NA,10,0.202,-0.016,0.749,-0.026,0.063,-0.062,0.235,-0.016,0.001,0.218,0.041,0.076
Taro Hirose,TARO.HIROSE,8481433,19-20,DET,L,L,1996-06-30,23,2014,NA,NA,26,-0.087,-0.074,0.354,0,0.027,-0.057,0.001,-0.074,-0.029,-0.087,-0.015,-0.03
Taro Hirose,TARO.HIROSE,8481433,20-21,DET,L,L,1996-06-30,24,2014,NA,NA,6,0.251,0.076,0.995,0,0.13,0.228,0.446,0.076,0.358,0.856,0.154,0.286
Taro Hirose,TARO.HIROSE,8481433,21-22,DET,L,L,1996-06-30,25,2014,NA,NA,1,-0.016,0.052,0.097,0,-0.638,-0.122,-0.007,0.052,-0.761,-0.72,-0.129,-0.244
Taylor Beck,TAYLOR.BECK,8475192,12-13,NSH,L,R,1991-05-13,21,2009,3,70,16,0.273,0.177,1.02,0,0.1,-0.058,0.363,0.177,0.041,0.554,0.103,0.19
Taylor Beck,TAYLOR.BECK,8475192,13-14,NSH,L,R,1991-05-13,22,2009,3,70,7,-0.564,0.632,-0.398,-0.026,-0.234,-0.138,-0.554,0.628,-0.372,-0.335,-0.063,-0.119
Taylor Beck,TAYLOR.BECK,8475192,14-15,NSH,L,R,1991-05-13,23,2009,3,70,62,0.014,0.179,-0.274,0.833,0.038,0.02,-0.003,0.204,0.058,0.244,0.047,0.089
Taylor Beck,TAYLOR.BECK,8475192,15-16,NYI,L,R,1991-05-13,24,2009,3,70,2,-0.112,0.125,0,0,-0.474,0.435,-0.112,0.125,-0.039,-0.026,-0.005,-0.01
Taylor Beck,TAYLOR.BECK,8475192,16-17,EDM/NYR,L,R,1991-05-13,25,2009,3,70,5,-0.195,-0.528,0.083,0,-0.363,-0.125,-0.185,-0.528,-0.488,-1.184,-0.223,-0.431
Taylor Chorney,TAYLOR.CHORNEY,8471710,08-09,EDM,D,L,1987-04-27,21,2005,2,36,2,-0.148,-0.69,0,0,0.176,-0.078,-0.148,-0.69,0.097,-0.732,-0.132,-0.255
Taylor Chorney,TAYLOR.CHORNEY,8471710,09-10,EDM,D,L,1987-04-27,22,2005,2,36,42,-0.358,-0.245,-0.649,0.095,0.047,-0.015,-0.369,-0.206,0.032,-0.494,-0.089,-0.172
Taylor Chorney,TAYLOR.CHORNEY,8471710,10-11,EDM,D,L,1987-04-27,23,2005,2,36,12,-0.173,-0.516,0.781,0.54,0.036,0,-0.06,-0.467,0.036,-0.433,-0.077,-0.148
Taylor Chorney,TAYLOR.CHORNEY,8471710,11-12,EDM/STL,D,L,1987-04-27,24,2005,2,36,5,-0.17,-0.444,-0.078,0.148,0.133,-0.068,-0.162,-0.431,0.065,-0.485,-0.085,-0.157
Taylor Chorney,TAYLOR.CHORNEY,8471710,14-15,PIT,D,L,1987-04-27,27,2005,2,36,7,0.548,0.284,-0.127,0,0.132,-0.062,0.501,0.284,0.071,0.835,0.159,0.303
Taylor Chorney,TAYLOR.CHORNEY,8471710,15-16,WSH,D,L,1987-04-27,28,2005,2,36,55,-0.224,-0.133,0.042,0.335,0.016,-0.048,-0.223,-0.09,-0.032,-0.324,-0.062,-0.12
Taylor Chorney,TAYLOR.CHORNEY,8471710,16-17,WSH,D,L,1987-04-27,29,2005,2,36,18,-0.005,-0.204,0,-0.541,0.002,-0.061,-0.005,-0.221,-0.059,-0.283,-0.053,-0.103
Taylor Chorney,TAYLOR.CHORNEY,8471710,17-18,CBJ/WSH,D,L,1987-04-27,30,2005,2,36,25,-0.056,0.116,0,-1.994,0.001,-0.025,-0.056,-0.159,-0.024,-0.231,-0.045,-0.086
Taylor Fedun,TAYLOR.FEDUN,8476166,13-14,EDM,D,R,1988-06-04,25,2006,NA,NA,4,1.227,0.132,0,0.182,0.137,-0.066,1.227,0.137,0.072,1.285,0.244,0.456
Taylor Fedun,TAYLOR.FEDUN,8476166,14-15,S.J,D,R,1988-06-04,26,2006,NA,NA,7,-0.265,-0.157,-0.132,0.639,-0.061,0.297,-0.25,-0.145,0.237,-0.135,-0.026,-0.049
Taylor Fedun,TAYLOR.FEDUN,8476166,15-16,VAN,D,R,1988-06-04,27,2006,NA,NA,1,-0.094,0.48,0,0,0.135,-0.062,-0.094,0.48,0.072,0.456,0.088,0.169
Taylor Fedun,TAYLOR.FEDUN,8476166,16-17,BUF,D,R,1988-06-04,28,2006,NA,NA,27,-0.089,0.188,-0.421,0,-0.16,-0.061,-0.119,0.188,-0.221,-0.169,-0.032,-0.062
Taylor Fedun,TAYLOR.FEDUN,8476166,17-18,BUF,D,R,1988-06-04,29,2006,NA,NA,7,-0.083,0.323,0.067,1.013,0.017,-0.06,-0.075,0.361,-0.043,0.228,0.044,0.085
Taylor Fedun,TAYLOR.FEDUN,8476166,18-19,DAL,D,R,1988-06-04,30,2006,NA,NA,54,0.527,0.219,-0.239,-0.173,0.026,0.002,0.513,0.192,0.028,0.688,0.128,0.242
Taylor Fedun,TAYLOR.FEDUN,8476166,19-20,DAL,D,R,1988-06-04,31,2006,NA,NA,27,0.31,0.026,1.151,-0.308,0.001,-0.003,0.317,0.017,-0.001,0.32,0.057,0.109
Taylor Hall,TAYLOR.HALL,8475791,10-11,EDM,L,L,1991-11-14,18,2010,1,1,65,0.168,-0.248,0.578,0.612,0.053,0.212,0.229,-0.246,0.265,0.283,0.051,0.097
Taylor Hall,TAYLOR.HALL,8475791,11-12,EDM,L,L,1991-11-14,19,2010,1,1,61,0.48,0.001,2.262,-0.406,-0.02,0.093,0.78,0,0.073,0.83,0.145,0.268
Taylor Hall,TAYLOR.HALL,8475791,12-13,EDM,L,L,1991-11-14,20,2010,1,1,45,0.684,-0.147,0.791,-0.012,-0.007,0.086,0.702,-0.147,0.079,0.645,0.12,0.222
Taylor Hall,TAYLOR.HALL,8475791,13-14,EDM,L,L,1991-11-14,21,2010,1,1,75,0.485,-0.25,0.726,-2.002,0.01,0.036,0.524,-0.287,0.046,0.312,0.059,0.111
Taylor Hall,TAYLOR.HALL,8475791,14-15,EDM,L,L,1991-11-14,22,2010,1,1,53,0.001,-0.165,-0.052,0.325,-0.085,0.033,-0.006,-0.158,-0.052,-0.191,-0.036,-0.069
Taylor Hall,TAYLOR.HALL,8475791,15-16,EDM,L,L,1991-11-14,23,2010,1,1,82,0.355,0.024,0.125,0.178,-0.04,0.015,0.321,0.024,-0.025,0.305,0.059,0.113
Taylor Hall,TAYLOR.HALL,8475791,16-17,N.J,L,L,1991-11-14,24,2010,1,1,72,0.229,0.153,0.996,2.354,0.014,0.048,0.341,0.187,0.063,0.547,0.103,0.199
Taylor Hall,TAYLOR.HALL,8475791,17-18,N.J,L,L,1991-11-14,25,2010,1,1,76,0.55,0.094,2.287,1.006,0.016,0.039,0.82,0.099,0.054,0.935,0.182,0.348
Taylor Hall,TAYLOR.HALL,8475791,18-19,N.J,L,L,1991-11-14,26,2010,1,1,33,0.464,0.173,-0.446,0.595,0.019,-0.04,0.305,0.174,-0.02,0.414,0.077,0.145
Taylor Hall,TAYLOR.HALL,8475791,19-20,ARI/N.J,L,L,1991-11-14,27,2010,1,1,65,0.003,-0.287,-0.296,0.355,0.004,0.081,-0.053,-0.278,0.084,-0.186,-0.033,-0.064
Taylor Hall,TAYLOR.HALL,8475791,20-21,BOS/BUF,L,L,1991-11-14,28,2010,1,1,53,0.312,0.162,-0.369,-0.026,0.029,0.09,0.211,0.162,0.119,0.458,0.082,0.153
Taylor Hall,TAYLOR.HALL,8475791,21-22,BOS,L,L,1991-11-14,29,2010,1,1,53,0.216,0.095,0.731,0.48,-0.007,0.02,0.302,0.096,0.013,0.386,0.069,0.131
Taylor Leier,TAYLOR.LEIER,8476955,15-16,PHI,L,L,1994-02-15,21,2012,4,117,6,-0.756,0.12,0,0,0.141,0.321,-0.756,0.12,0.462,-0.159,-0.031,-0.059
Taylor Leier,TAYLOR.LEIER,8476955,16-17,PHI,L,L,1994-02-15,22,2012,4,117,10,-0.396,0.201,0.462,0.265,-0.122,0.118,-0.395,0.203,-0.004,-0.182,-0.034,-0.066
Taylor Leier,TAYLOR.LEIER,8476955,17-18,PHI,L,L,1994-02-15,23,2012,4,117,39,-0.331,0.138,-0.392,-0.52,0.085,0.01,-0.333,0.062,0.095,-0.14,-0.027,-0.052
Taylor Pyatt,TAYLOR.PYATT,8467881,07-08,VAN,L,L,1981-08-19,26,1999,1,8,79,0.012,-0.084,0.486,0.072,-0.034,-0.053,0.102,-0.07,-0.087,-0.051,-0.009,-0.018
Taylor Pyatt,TAYLOR.PYATT,8467881,08-09,VAN,L,L,1981-08-19,27,1999,1,8,68,0.299,-0.393,-0.483,-0.374,-0.03,-0.027,0.243,-0.39,-0.057,-0.214,-0.039,-0.075
Taylor Pyatt,TAYLOR.PYATT,8467881,09-10,ARI,L,L,1981-08-19,28,1999,1,8,74,0.218,-0.033,-0.231,-0.758,-0.025,-0.038,0.192,-0.071,-0.063,0.051,0.009,0.018
Taylor Pyatt,TAYLOR.PYATT,8467881,10-11,ARI,L,L,1981-08-19,29,1999,1,8,76,0.59,0.059,-0.384,-0.635,0.067,-0.071,0.514,0.004,-0.004,0.467,0.083,0.16
Taylor Pyatt,TAYLOR.PYATT,8467881,11-12,ARI,L,L,1981-08-19,30,1999,1,8,73,0.039,-0.054,-0.614,0,0.044,0,0.009,-0.054,0.043,0.001,0,0
Taylor Pyatt,TAYLOR.PYATT,8467881,12-13,NYR,L,L,1981-08-19,31,1999,1,8,48,0.217,0.043,0.784,-0.026,0.099,-0.106,0.253,0.043,-0.007,0.284,0.053,0.098
Taylor Pyatt,TAYLOR.PYATT,8467881,13-14,NYR/PIT,L,L,1981-08-19,32,1999,1,8,56,-0.301,-0.4,0.088,0.415,-0.029,-0.05,-0.287,-0.352,-0.079,-0.685,-0.13,-0.243
Taylor Raddysh,TAYLOR.RADDYSH,8479390,21-22,T.B,R,R,1998-02-18,23,2016,2,58,47,-0.242,0.113,0.324,2.19,0.054,-0.019,-0.209,0.246,0.035,0.071,0.013,0.024
Teddy Blueger,TEDDY.BLUEGER,8476927,18-19,PIT,C,L,1994-08-15,24,2012,2,52,28,0.403,0.107,0.462,0.083,-0.009,-0.015,0.403,0.104,-0.023,0.436,0.081,0.153
Teddy Blueger,TEDDY.BLUEGER,8476927,19-20,PIT,C,L,1994-08-15,25,2012,2,52,69,0.046,0.205,-0.332,0.869,0.093,-0.085,0.043,0.307,0.008,0.342,0.061,0.117
Teddy Blueger,TEDDY.BLUEGER,8476927,20-21,PIT,C,L,1994-08-15,26,2012,2,52,43,-0.076,0.173,-0.163,0.534,0.082,-0.017,-0.077,0.224,0.065,0.219,0.039,0.073
Teddy Blueger,TEDDY.BLUEGER,8476927,21-22,PIT,C,L,1994-08-15,27,2012,2,52,40,0.186,0.125,-0.2,0.225,0.085,-0.069,0.183,0.138,0.016,0.307,0.055,0.104
Teddy Purcell,TEDDY.PURCELL,8473962,07-08,L.A,R,R,1985-09-08,22,2003,NA,NA,10,0.295,-0.228,-0.427,-0.026,0.183,-0.01,0.24,-0.228,0.173,0.202,0.037,0.07
Teddy Purcell,TEDDY.PURCELL,8473962,08-09,L.A,R,R,1985-09-08,23,2003,NA,NA,40,0.052,0.044,-0.312,-0.026,0.142,-0.061,-0.022,0.044,0.081,0.094,0.017,0.033
Teddy Purcell,TEDDY.PURCELL,8473962,09-10,L.A/T.B,R,R,1985-09-08,24,2003,NA,NA,60,-0.104,-0.142,-0.219,-0.026,0.095,-0.077,-0.119,-0.142,0.017,-0.224,-0.04,-0.078
Teddy Purcell,TEDDY.PURCELL,8473962,10-11,T.B,R,R,1985-09-08,25,2003,NA,NA,81,0.543,0.013,0.32,0.086,0.112,-0.075,0.499,0.013,0.037,0.544,0.097,0.186
Teddy Purcell,TEDDY.PURCELL,8473962,11-12,T.B,R,R,1985-09-08,26,2003,NA,NA,81,0.716,-0.09,1.282,0.152,0.096,-0.048,0.805,-0.089,0.048,0.766,0.134,0.248
Teddy Purcell,TEDDY.PURCELL,8473962,12-13,T.B,R,R,1985-09-08,27,2003,NA,NA,48,0.511,-0.02,0.237,0.079,0.063,-0.087,0.454,-0.02,-0.024,0.402,0.075,0.138
Teddy Purcell,TEDDY.PURCELL,8473962,13-14,T.B,R,R,1985-09-08,28,2003,NA,NA,81,0.277,0.03,-0.043,0.496,0.101,-0.079,0.217,0.031,0.022,0.259,0.049,0.092
Teddy Purcell,TEDDY.PURCELL,8473962,14-15,EDM,R,R,1985-09-08,29,2003,NA,NA,82,0.067,-0.101,0.685,0.838,0.083,-0.056,0.155,-0.03,0.027,0.144,0.027,0.052
Teddy Purcell,TEDDY.PURCELL,8473962,15-16,EDM/FLA,R,R,1985-09-08,30,2003,NA,NA,76,0.178,0.069,-0.253,-0.743,0.099,-0.066,0.11,0.037,0.033,0.169,0.033,0.063
Teddy Purcell,TEDDY.PURCELL,8473962,16-17,L.A,R,R,1985-09-08,31,2003,NA,NA,12,-0.641,-0.78,0.186,-0.026,0.135,-0.125,-0.586,-0.779,0.011,-1.287,-0.242,-0.469
Teemu Hartikainen,TEEMU.HARTIKAINEN,8474719,10-11,EDM,C,L,1990-05-03,20,2008,6,163,12,0.213,0.151,0.833,-0.026,0.11,0.23,0.307,0.151,0.34,0.765,0.137,0.262
Teemu Hartikainen,TEEMU.HARTIKAINEN,8474719,11-12,EDM,C,L,1990-05-03,21,2008,6,163,17,0.216,-0.008,0,0,0.016,-0.027,0.216,-0.008,-0.011,0.195,0.034,0.063
Teemu Hartikainen,TEEMU.HARTIKAINEN,8474719,12-13,EDM,C,L,1990-05-03,22,2008,6,163,23,-0.254,0.038,0.439,-0.026,-0.02,-0.044,-0.124,0.037,-0.064,-0.156,-0.029,-0.054
Teemu Laakso,TEEMU.LAAKSO,8471741,09-10,NSH,D,R,1987-08-27,22,2005,3,78,7,-0.966,-0.824,0.116,0.669,0.003,-0.072,-0.948,-0.748,-0.069,-1.702,-0.308,-0.593
Teemu Laakso,TEEMU.LAAKSO,8471741,10-11,NSH,D,R,1987-08-27,23,2005,3,78,1,0.064,0.096,0,0,0.15,-0.067,0.064,0.096,0.083,0.243,0.043,0.083
Teemu Laakso,TEEMU.LAAKSO,8471741,11-12,NSH,D,R,1987-08-27,24,2005,3,78,9,-0.268,-0.314,0.391,0.795,-0.279,0.043,-0.265,-0.258,-0.236,-0.74,-0.129,-0.239
Teemu Pulkkinen,TEEMU.PULKKINEN,8475800,13-14,DET,L,R,1992-01-02,21,2010,4,111,3,0.325,0.088,-0.509,0,-0.317,-0.138,0.086,0.088,-0.455,-0.307,-0.058,-0.109
Teemu Pulkkinen,TEEMU.PULKKINEN,8475800,14-15,DET,L,R,1992-01-02,22,2010,4,111,31,0.512,0.082,-0.773,0,-0.012,-0.098,0.239,0.082,-0.11,0.188,0.036,0.068
Teemu Pulkkinen,TEEMU.PULKKINEN,8475800,15-16,DET,L,R,1992-01-02,23,2010,4,111,36,0.291,0.409,-0.876,-0.026,-0.04,0.051,0.113,0.409,0.011,0.461,0.089,0.171
Teemu Pulkkinen,TEEMU.PULKKINEN,8475800,16-17,ARI/MIN,L,R,1992-01-02,24,2010,4,111,13,0.271,-0.107,-0.053,0,-0.131,0.046,0.248,-0.107,-0.085,0.064,0.012,0.023
Teemu Selanne,TEEMU.SELANNE,8457981,07-08,ANA,R,R,1970-07-03,37,1988,1,10,26,0.37,-0.115,1.311,0.601,0.114,0.093,0.602,-0.112,0.208,0.713,0.129,0.248
Teemu Selanne,TEEMU.SELANNE,8457981,08-09,ANA,R,R,1970-07-03,38,1988,1,10,65,0.389,-0.226,2.093,0.195,0.037,-0.011,0.765,-0.225,0.026,0.596,0.108,0.208
Teemu Selanne,TEEMU.SELANNE,8457981,09-10,ANA,R,R,1970-07-03,39,1988,1,10,54,0.415,-0.143,2.08,0.259,0.07,-0.054,0.765,-0.142,0.016,0.651,0.118,0.227
Teemu Selanne,TEEMU.SELANNE,8457981,10-11,ANA,R,R,1970-07-03,40,1988,1,10,73,0.285,0.112,1.114,0.766,0.016,-0.045,0.443,0.113,-0.03,0.494,0.088,0.169
Teemu Selanne,TEEMU.SELANNE,8457981,11-12,ANA,R,R,1970-07-03,41,1988,1,10,82,0.339,-0.088,0.791,0.596,0.032,0.099,0.43,-0.086,0.131,0.483,0.084,0.156
Teemu Selanne,TEEMU.SELANNE,8457981,12-13,ANA,R,R,1970-07-03,42,1988,1,10,46,0.249,-0.111,1.055,-0.026,0.089,-0.04,0.361,-0.111,0.049,0.313,0.058,0.108
Teemu Selanne,TEEMU.SELANNE,8457981,13-14,ANA,R,R,1970-07-03,43,1988,1,10,64,0.133,-0.084,-0.161,0.334,0.089,0.067,0.082,-0.083,0.156,0.169,0.032,0.06
Teppo Numminen,TEPPO.NUMMINEN,8449924,07-08,BUF,D,R,1968-07-03,39,1986,2,29,1,-0.122,0.12,0,0,0.185,-0.079,-0.122,0.12,0.106,0.104,0.019,0.036
Teppo Numminen,TEPPO.NUMMINEN,8449924,08-09,BUF,D,R,1968-07-03,40,1986,2,29,57,0.118,-0.119,0.137,0.578,0.053,0.003,0.12,-0.063,0.056,0.111,0.02,0.039
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,13-14,CHI,L,L,1994-09-11,19,2012,1,18,3,-0.139,-0.399,-0.1,0,0.149,-0.138,-0.135,-0.399,0.011,-0.476,-0.09,-0.169
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,14-15,CHI,L,L,1994-09-11,20,2012,1,18,34,0.26,0.211,0.74,-0.026,0.114,-0.018,0.289,0.211,0.096,0.577,0.11,0.21
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,15-16,CHI,L,L,1994-09-11,21,2012,1,18,78,0.097,0.198,-0.323,-0.915,0.051,-0.001,0.046,0.134,0.05,0.208,0.04,0.077
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,16-17,CAR,L,L,1994-09-11,22,2012,1,18,81,0.202,0.224,0.418,-0.026,0.076,-0.031,0.232,0.224,0.045,0.462,0.087,0.168
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,17-18,CAR,L,L,1994-09-11,23,2012,1,18,82,0.478,0.245,0.348,-0.026,0.082,-0.054,0.457,0.245,0.028,0.676,0.132,0.252
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,18-19,CAR,L,L,1994-09-11,24,2012,1,18,82,0.105,0.072,0.858,1.222,0.087,-0.066,0.227,0.14,0.021,0.346,0.065,0.121
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,19-20,CAR,L,L,1994-09-11,25,2012,1,18,68,0.089,0.111,0.252,0.899,0.093,-0.078,0.117,0.198,0.015,0.277,0.049,0.095
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,20-21,CAR,L,L,1994-09-11,26,2012,1,18,21,0.389,-0.374,0.531,0.86,0.03,-0.057,0.405,-0.29,-0.027,0.09,0.016,0.03
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,21-22,CAR,L,L,1994-09-11,27,2012,1,18,47,0.281,-0.094,1.476,1.564,0.029,-0.068,0.523,0.1,-0.039,0.494,0.088,0.167
Theo Peckham,THEO.PECKHAM,8473525,07-08,EDM,D,L,1987-11-10,19,2006,3,75,1,-0.05,0.221,0,0,-0.596,-0.079,-0.05,0.221,-0.675,-0.505,-0.091,-0.176
Theo Peckham,THEO.PECKHAM,8473525,08-09,EDM,D,L,1987-11-10,20,2006,3,75,15,-0.031,-0.006,0.391,0.41,-0.066,-0.078,-0.029,0.003,-0.144,-0.17,-0.031,-0.059
Theo Peckham,THEO.PECKHAM,8473525,09-10,EDM,D,L,1987-11-10,21,2006,3,75,15,-0.693,0.515,0.194,0.964,-0.216,0.198,-0.688,0.544,-0.018,-0.123,-0.022,-0.043
Theo Peckham,THEO.PECKHAM,8473525,10-11,EDM,D,L,1987-11-10,22,2006,3,75,71,-0.061,-0.173,-0.148,-0.562,-0.11,0.054,-0.061,-0.226,-0.056,-0.332,-0.059,-0.114
Theo Peckham,THEO.PECKHAM,8473525,11-12,EDM,D,L,1987-11-10,23,2006,3,75,54,-0.129,-0.289,0.015,-1.191,-0.112,0.078,-0.128,-0.434,-0.033,-0.57,-0.099,-0.184
Theo Peckham,THEO.PECKHAM,8473525,12-13,EDM,D,L,1987-11-10,24,2006,3,75,4,0.051,0.528,0.391,-0.836,-0.04,-0.063,0.054,0.397,-0.103,0.34,0.063,0.117
Thomas Chabot,THOMAS.CHABOT,8478469,16-17,OTT,D,L,1997-01-30,19,2015,1,18,1,0.169,-0.765,0,0,0.128,-0.061,0.169,-0.765,0.068,-0.523,-0.098,-0.191
Thomas Chabot,THOMAS.CHABOT,8478469,17-18,OTT,D,L,1997-01-30,20,2015,1,18,63,0.55,-0.057,-0.151,1.082,0.059,-0.01,0.473,-0.045,0.049,0.472,0.092,0.176
Thomas Chabot,THOMAS.CHABOT,8478469,18-19,OTT,D,L,1997-01-30,21,2015,1,18,70,0.604,-0.124,0.112,0.335,0.031,0.046,0.542,-0.111,0.076,0.497,0.093,0.175
Thomas Chabot,THOMAS.CHABOT,8478469,19-20,OTT,D,L,1997-01-30,22,2015,1,18,71,0.28,0.062,-0.173,1.433,-0.003,0.009,0.222,0.077,0.006,0.286,0.051,0.098
Thomas Chabot,THOMAS.CHABOT,8478469,20-21,OTT,D,L,1997-01-30,23,2015,1,18,49,0.361,-0.088,0.201,0.706,-0.024,0.029,0.339,-0.079,0.005,0.264,0.047,0.088
Thomas Chabot,THOMAS.CHABOT,8478469,21-22,OTT,D,L,1997-01-30,24,2015,1,18,46,0.292,0.102,-0.089,0.871,0.05,0.043,0.24,0.109,0.093,0.416,0.074,0.141
Thomas Di Pauli,THOMAS.DI PAULI,8476974,19-20,PIT,C,L,1994-04-29,25,2012,4,100,2,0.267,-0.43,0,0,0.134,-0.124,0.267,-0.43,0.01,-0.153,-0.027,-0.052
Thomas Harley,THOMAS.HARLEY,8481581,21-22,DAL,D,L,2001-08-19,20,2019,1,18,15,-0.105,-0.072,0,0,0.073,-0.061,-0.105,-0.072,0.011,-0.165,-0.029,-0.056
Thomas Hickey,THOMAS.HICKEY,8474066,12-13,NYI,D,L,1989-02-08,23,2007,1,4,39,0.124,0.267,0.001,1.756,0.076,-0.015,0.123,0.36,0.061,0.532,0.099,0.183
Thomas Hickey,THOMAS.HICKEY,8474066,13-14,NYI,D,L,1989-02-08,24,2007,1,4,82,0.198,0.059,-0.165,-0.08,0.014,-0.011,0.192,0.044,0.002,0.216,0.041,0.077
Thomas Hickey,THOMAS.HICKEY,8474066,14-15,NYI,D,L,1989-02-08,25,2007,1,4,81,0.077,0.027,-0.965,0.358,0.048,0.021,0.065,0.06,0.069,0.185,0.035,0.067
Thomas Hickey,THOMAS.HICKEY,8474066,15-16,NYI,D,L,1989-02-08,26,2007,1,4,62,0.309,-0.099,-0.411,-0.194,-0.001,0.022,0.292,-0.11,0.021,0.168,0.032,0.062
Thomas Hickey,THOMAS.HICKEY,8474066,16-17,NYI,D,L,1989-02-08,27,2007,1,4,76,0.24,-0.213,-0.019,-0.139,0.013,0.116,0.229,-0.205,0.13,0.137,0.026,0.05
Thomas Hickey,THOMAS.HICKEY,8474066,17-18,NYI,D,L,1989-02-08,28,2007,1,4,69,0.159,-0.034,-0.201,0.025,0.026,0.019,0.157,-0.027,0.046,0.157,0.031,0.059
Thomas Hickey,THOMAS.HICKEY,8474066,18-19,NYI,D,L,1989-02-08,29,2007,1,4,40,-0.139,0.139,-0.123,-0.559,-0.105,0.036,-0.139,0.055,-0.069,-0.136,-0.025,-0.048
Thomas Hickey,THOMAS.HICKEY,8474066,20-21,NYI,D,L,1989-02-08,31,2007,1,4,5,0.057,0.402,0,0,0.126,-0.058,0.057,0.402,0.067,0.523,0.094,0.175
Thomas Hickey,THOMAS.HICKEY,8474066,21-22,NYI,D,L,1989-02-08,32,2007,1,4,2,-0.182,-0.523,0.391,0.725,0.126,0.185,-0.178,-0.329,0.312,-0.166,-0.03,-0.056
Thomas Novak,THOMAS.NOVAK,8478438,21-22,NSH,C,L,1997-04-28,24,2015,3,85,27,-0.347,0.296,-0.164,-0.026,0.101,-0.017,-0.32,0.296,0.084,0.017,0.003,0.006
Thomas Pock,THOMAS.POCK,8469919,07-08,NYR,D,L,1981-12-02,25,2000,NA,NA,1,0.25,-0.027,-0.046,0.738,0.185,-0.079,0.213,0.08,0.106,0.363,0.066,0.126
Thomas Pock,THOMAS.POCK,8469919,08-09,NYI,D,L,1981-12-02,26,2000,NA,NA,59,-0.222,-0.177,-0.323,0.783,-0.014,0.037,-0.224,-0.117,0.023,-0.3,-0.054,-0.105
Thomas Vanek,THOMAS.VANEK,8470598,07-08,BUF,L,R,1984-01-19,23,2003,1,5,81,0.26,-0.078,1.688,1.733,-0.067,0.054,0.585,-0.061,-0.013,0.511,0.093,0.178
Thomas Vanek,THOMAS.VANEK,8470598,08-09,BUF,L,R,1984-01-19,24,2003,1,5,73,0.477,-0.229,1.545,2.69,-0.008,0.017,0.725,-0.097,0.009,0.624,0.113,0.217
Thomas Vanek,THOMAS.VANEK,8470598,09-10,BUF,L,R,1984-01-19,25,2003,1,5,71,0.204,-0.086,0.686,-0.232,-0.006,-0.063,0.308,-0.087,-0.069,0.165,0.03,0.057
Thomas Vanek,THOMAS.VANEK,8470598,10-11,BUF,L,R,1984-01-19,26,2003,1,5,80,0.649,-0.134,0.751,0.515,0.069,0.078,0.668,-0.131,0.147,0.697,0.124,0.238
Thomas Vanek,THOMAS.VANEK,8470598,11-12,BUF,L,R,1984-01-19,27,2003,1,5,78,0.492,-0.183,1.002,1.279,-0.072,-0.026,0.586,-0.154,-0.098,0.345,0.06,0.111
Thomas Vanek,THOMAS.VANEK,8470598,12-13,BUF,L,R,1984-01-19,28,2003,1,5,38,0.179,-0.223,2.392,1.252,0.034,0.011,0.586,-0.205,0.045,0.447,0.083,0.154
Thomas Vanek,THOMAS.VANEK,8470598,13-14,BUF/MTL/NYI,L,R,1984-01-19,29,2003,1,5,78,0.364,-0.469,-0.117,0.073,-0.026,-0.061,0.265,-0.469,-0.087,-0.193,-0.036,-0.068
Thomas Vanek,THOMAS.VANEK,8470598,14-15,MIN,L,R,1984-01-19,30,2003,1,5,80,0.218,-0.217,-0.143,-0.026,-0.022,-0.075,0.151,-0.217,-0.098,-0.123,-0.023,-0.045
Thomas Vanek,THOMAS.VANEK,8470598,15-16,MIN,L,R,1984-01-19,31,2003,1,5,74,0.233,-0.173,0.331,0.15,0.032,-0.064,0.249,-0.172,-0.033,0.069,0.013,0.026
Thomas Vanek,THOMAS.VANEK,8470598,16-17,DET/FLA,L,R,1984-01-19,32,2003,1,5,68,0.594,-0.519,0.215,-0.026,0.053,-0.044,0.523,-0.519,0.009,0.108,0.02,0.039
Thomas Vanek,THOMAS.VANEK,8470598,17-18,CBJ/VAN,L,R,1984-01-19,33,2003,1,5,80,0.468,-0.204,-0.26,-0.026,-0.04,-0.038,0.364,-0.204,-0.078,0.107,0.021,0.04
